aggregation,group,method,budget,n,quality_mean,ttft_ms_mean,ttft_ms_p50,ttft_ms_p95,decode_ms_mean,decode_ms_p50,decode_ms_p95,e2e_ms_mean,e2e_ms_p50,e2e_ms_p95,ssd_read_mb_mean,ssd_read_mb_total,selector_ms_mean,scatter_ms_mean,prefill_ms_mean,selected_kv_ratio_mean,logical_visual_token_ratio_mean,ssd_payload_ratio_vs_full_visual_kv_mean,history_tokens_mean,active_visual_tokens_mean,total_context_tokens_mean,full_visual_kv_gb_mean,selected_visual_kv_gb_mean,gpu_memory_allocated_gb_mean,gpu_peak_memory_allocated_gb_mean,process_rss_gb_mean,ssd_read_ratio_vs_fullload,ttft_reduction_vs_fullload_pct,ssd_reduction_vs_fullload_pct,quality_delta_vs_fullload,ttft_reduction_vs_sparsevlm_pct,ssd_reduction_vs_sparsevlm_pct
turn,7,SparseVLM 25%,0.25,2,0.5,674.8503044946119,674.8503044946119,720.1954846677836,37.15925951837562,37.15925951837562,44.33825667074416,712.0095640129875,712.0095640129875,750.1757470337907,872.071168,1744.142336,,,,0.24621125143513203,0.24621125143513203,0.6949850108432198,109.5,2242.0,2386.5,1.175453696,0.816971776,5.234724352,6.610659072,2.131351552,0.7419017618198037,,,,,
turn,7,Static+Diverse 25%,0.25,2,0.5,324.8302965075709,324.8302965075709,334.1483353637159,19.597695500124246,19.597695500124246,19.853429147042334,344.42799200769514,344.42799200769514,353.49029721692204,301.13792,602.27584,15.87308503803797,53.14777634339407,56.74623147933744,0.24247990815154996,0.24247990815154996,0.2560466896287792,109.5,2242.0,2386.5,1.175453696,0.30113792,5.235203584,6.611117824,2.131351552,0.25618867082961644,49.86516754922323,74.38113291703836,0.0,51.86631844956597,65.46865312717229
turn,7,Static+Diverse 50%,0.5,2,0.5,552.4794599914458,552.4794599914458,568.5277047014097,19.581451488193125,19.581451488193125,19.971596548566595,572.0609114796389,572.0609114796389,587.7190111292293,597.950464,1195.900928,23.945651424583048,92.5138934107963,61.46167800761759,0.48643959688735805,0.48643959688735805,0.5090170142875367,109.5,2242.0,2386.5,1.175453696,0.597950464,5.234724352,6.610101504,2.131351552,0.5086975914362176,14.72942808300769,49.13024085637824,0.0,18.133035384018736,31.433295132169757
turn,8,FullLoad,1.0,2,0.5,733.4863540309016,733.4863540309016,733.9096762094414,84.57933596218936,84.57933596218936,142.60731204703916,818.0656899930909,818.0656899930909,875.6703438994009,1175.453696,2350.907392,0.0,,,1.0,1.0,1.0,127.5,2242.0,2403.0,1.175453696,1.175453696,5.235203584,6.62370432,2.131351552,1.0,,,,,
turn,8,ReComp,,2,0.5,529.52289552195,529.52289552195,539.3802908831276,83.71670651831664,83.71670651831664,141.11668914847542,613.2396020402666,613.2396020402666,680.496980031603,0.0,0.0,0.0,0.0,529.5227030001115,,,,127.5,2242.0,2403.0,1.175453696,0.0,5.234724352,8.462730496,2.131351552,0.0,,,,,
turn,8,SparseVLM 25%,0.25,2,0.5,737.3199124995153,737.3199124995153,770.3368809685344,82.54431400564499,82.54431400564499,134.70396340999287,819.8642265051603,819.8642265051603,905.0408443785273,868.892672,1737.785344,,,,0.24621125143513203,0.24621125143513203,0.6923355976527619,127.5,2242.0,2403.0,1.175453696,0.81379328,5.234724352,6.624472064,2.131351552,0.7391977029438002,,,,,
turn,8,Static+Diverse 25%,0.25,2,0.5,335.314167488832,335.314167488832,358.9653399249073,85.70213851635344,85.70213851635344,145.21738126932178,421.01630600518547,421.01630600518547,504.1827211942291,301.13792,602.27584,15.864688612055033,53.40214798343368,62.998402485391125,0.24247990815154996,0.24247990815154996,0.2560466896287792,127.5,2242.0,2403.0,1.175453696,0.30113792,5.235203584,6.624250112,2.131351552,0.25618867082961644,54.28487992365495,74.38113291703836,0.0,54.52256723243556,65.34233401844133
turn,8,Static+Diverse 50%,0.5,2,0.5,546.3583965029102,546.3583965029102,574.4186221243581,84.98545849579386,84.98545849579386,143.71401667885948,631.343854998704,631.343854998704,718.1326388032176,597.950464,1195.900928,22.643544332822785,91.47625707555562,59.507528494577855,0.48643959688735805,0.48643959688735805,0.5090170142875367,127.5,2242.0,2403.0,1.175453696,0.597950464,5.234724352,6.624053248,2.131351552,0.5086975914362176,25.512125276717523,49.13024085637824,0.0,25.89941119984749,31.182471291460033
turn,9,FullLoad,1.0,2,0.5,687.6096114865504,687.6096114865504,731.4435818232596,27.79416399425827,27.79416399425827,34.67363079835195,715.4037754808087,715.4037754808087,752.3582790134242,1175.453696,2350.907392,0.0,,,1.0,1.0,1.0,146.5,2242.0,2424.0,1.175453696,1.175453696,5.235203584,6.65068928,2.131351552,1.0,,,,,
turn,9,ReComp,,2,0.5,549.2596120166127,549.2596120166127,568.5259029996814,19.06440398306586,19.06440398306586,19.158465674263425,568.3240159996785,568.3240159996785,587.4962452915497,0.0,0.0,0.0,0.0,549.2594120150898,,,,146.5,2242.0,2424.0,1.175453696,0.0,5.234724352,8.507429376,2.131351552,0.0,,,,,
turn,9,SparseVLM 25%,0.25,2,0.5,637.0293604850303,637.0293604850303,652.9918914340669,34.85346553497948,34.85346553497948,47.72142297879327,671.8828260200098,671.8828260200098,700.7133144128602,873.611264,1747.222528,,,,0.24621125143513203,0.24621125143513203,0.6962208189820129,146.5,2242.0,2424.0,1.175453696,0.818511872,5.234724352,6.652320256,2.131351552,0.7432119759143622,,,,,
turn,9,Static+Diverse 25%,0.25,2,0.5,311.88584500341676,311.88584500341676,336.79560129821766,19.785168493399397,19.785168493399397,20.053197056404315,331.67101349681616,331.67101349681616,356.31274122861214,301.13792,602.27584,14.00479898438789,48.39444256504066,59.34173698187806,0.24247990815154996,0.24247990815154996,0.2560466896287792,146.5,2242.0,2424.0,1.175453696,0.30113792,5.235203584,6.651708928,2.131351552,0.25618867082961644,54.642017826198284,74.38113291703836,0.0,51.04058551305253,65.52952870351268
turn,9,Static+Diverse 50%,0.5,2,0.5,523.1810059922282,523.1810059922282,560.3764264815254,27.655968500766903,27.655968500766903,34.96301046106964,550.8369744929951,550.8369744929951,580.7253530219896,597.950464,1195.900928,20.184711582260206,88.02949154051021,64.75263499305584,0.48643959688735805,0.48643959688735805,0.5090170142875367,146.5,2242.0,2424.0,1.175453696,0.597950464,5.234724352,6.65190144,2.131351552,0.5086975914362176,23.913075493351865,49.13024085637824,0.0,17.871759381093323,31.554171902252392
turn,10,FullLoad,1.0,2,0.5,668.8182660436723,668.8182660436723,701.4019749331055,19.8511034832336,19.8511034832336,20.01859392039478,688.6693695269059,688.6693695269059,721.085587979178,1175.453696,2350.907392,0.0,,,1.0,1.0,1.0,163.5,2242.0,2440.0,1.175453696,1.175453696,5.235203584,6.675557376,2.131351552,1.0,,,,,
turn,10,ReComp,,2,0.5,551.8058674933854,551.8058674933854,569.4843501463765,19.3918900040444,19.3918900040444,19.84032577893231,571.1977574974298,571.1977574974298,588.427804375533,0.0,0.0,0.0,0.0,551.8055629800074,,,,163.5,2242.0,2440.0,1.175453696,0.0,5.234724352,8.540886016,2.131351552,0.0,,,,,
turn,10,SparseVLM 25%,0.25,2,0.5,706.9577905058395,706.9577905058395,714.1131086769747,40.389952511759475,40.389952511759475,40.69413945253473,747.347743017599,747.347743017599,754.8072481295094,870.465536,1740.931072,,,,0.24621125143513203,0.24621125143513203,0.6936176489348131,163.5,2242.0,2440.0,1.175453696,0.815366144,5.234724352,6.67616256,2.131351552,0.7405357939339875,,,,,
turn,10,Static+Diverse 25%,0.25,2,0.5,355.1395809627138,355.1395809627138,400.80256235669367,19.881266518495977,19.881266518495977,20.103974681114778,375.0208474812098,375.0208474812098,420.90653703780845,301.13792,602.27584,14.171164919389412,49.71183789893985,63.010650977957994,0.24247990815154996,0.24247990815154996,0.2560466896287792,163.5,2242.0,2440.0,1.175453696,0.30113792,5.235203584,6.676661248,2.131351552,0.25618867082961644,46.90043633773543,74.38113291703836,0.0,49.765094078869154,65.40495774435807
turn,10,Static+Diverse 50%,0.5,2,0.5,529.356346494751,529.356346494751,539.8653922107769,19.729400490177795,19.729400490177795,20.230511025874875,549.0857469849288,549.0857469849288,559.0936821652576,597.950464,1195.900928,20.782827021321282,88.49221494165249,63.48833400988951,0.48643959688735805,0.48643959688735805,0.5090170142875367,163.5,2242.0,2440.0,1.175453696,0.597950464,5.234724352,6.675743744,2.131351552,0.5086975914362176,20.851990238528373,49.13024085637824,0.0,25.121930389084735,31.30681925125638
