schema_version,dataset,dialog_id,image_id,persist_id,source_turn_id,source_method,source_method_key,source_execution_id,capture_from_turn1,capture_from_same_answer1_forward,vision_forward_count,separate_vision_forward_count,separate_prefix_forward_count,saliency_capture_mode,saliency_extra_ms,saliency_postprocess_ms,saliency_d2h_ms,token_mapping_ms,permutation_ms,kv_materialize_ms,kv_repack_ms,repack_ms,buffered_write_ms,ssd_write_ms,layout_write_ms,fsync_ms,atomic_rename_ms,context_open_ms,helper_persist_ms,persist_unattributed_ms,persist_ms,visual_kv_bytes,separator_sidecar_bytes,probe_sidecar_bytes,sys_kv_bytes,layout_metadata_bytes,meta_bytes,total_ssd_write_bytes,permutation_sha256,prefix_kv_sample_sha256,meta_sha256,layout_sha256,persist_started_at_s,helper_started_at_s,write_finished_at_s,fsync_finished_at_s,store_ready_at_s,actual_context_ready_at_s,durable_fsync_completed,atomic_no_clobber,full_integrity_hash_enabled,integrity_hash_ms_excluded_from_persist,layout_uses_dataset_question,future_turns_used_for_layout,calibration_questions
visdial-turn1-piggyback-e2e-ttft-v1,visdial_v1.0_val,visdial:511888,visdial:511888,e8240bbc-78c2-441b-b020-6160808d68d2,1,ImageOnly-Repack Prefix25,prefix25,c88cee80-0407-4674-b27b-83a32c310a4c,True,True,1,0,0,penultimate_cls_to_patch_attention_same_vision_forward,0.007935999892652035,0.0757731031626463,0.010099029168486595,0.0656740739941597,0.6519330199807882,147.47372001875192,49.288346781395376,196.7620668001473,486.20782303623855,486.20782303623855,0.2956519601866603,245.79960107803345,0.07266702596098185,6.14889501594007,1118.4083690168336,188.84860398247838,1124.5673630619422,1226833920,18874368,0,2622802,30744,42420,1248404254,5579dcaa34cffd1ea6f6cdc049e0d6bc1601c94da73fde0a22018662cbd11aa0,af11e6f4580bd3a2b727a25f5c5acea34d5ecae72e0291e615ac208459a9d50e,2370d67bf1f12dfb809670db23082ae95170ee8879063ca04b193ff5835bcf9a,6d79a4f373008abb9baeb12115b192018429f4e4cbe5ac662761e3e942bac7c9,900651.586560122,900651.586570221,900652.2702577179,900652.70497859,900652.711127485,900652.715155418,True,True,False,0.9607640095055103,False,0,0
visdial-turn1-piggyback-e2e-ttft-v1,visdial_v1.0_val,visdial:96511,visdial:96511,05857c82-1e01-4644-82fc-ab8d308dbbb3,1,ImageOnly-Repack Prefix45,prefix45,d70de473-dc24-4a7b-892f-16e2770bbd56,True,True,1,0,0,penultimate_cls_to_patch_attention_same_vision_forward,0.007424000184983015,0.07665203884243965,0.010379008017480373,0.06627303082495928,0.6123189814388752,109.26166304852813,36.974964663386345,146.23662771191448,461.190344998613,461.190344998613,0.2837260253727436,238.58770285733044,0.07977907080203295,5.7227249490097165,932.2045440785587,85.4314974276349,937.9376480355859,1124073472,16777216,0,2622802,28440,39022,1143540952,9ff40780f014977f370d06aff8efea5b65e5f27341fdc05e515da09fd5599f46,a846f8fc76f5e09eb842160dc4e24f515a7d9bbb204ac17bc7a4c349b0883dc6,d6e90cd96dbaab382c8a28a46057b1388ed32412759f1cbd208e6ed62ce72096,d19dbae5b536c9f9e2c1f61118a341bb4a823fb1d5943c9969b2b12947dd4d6f,900676.177278264,900676.177288643,900676.7853942077,900677.109493187,900677.115215912,900677.119290211,True,True,False,0.9356220252811909,False,0,0
