method_key,method,retention,retention_kind,n_requests,n_images,accuracy,ttft_mean_ms,ttft_p50_ms,ttft_p95_ms,ttft_std_ms,decode_mean_ms,decode_p50_ms,decode_p95_ms,e2e_latency_mean_ms,e2e_latency_p50_ms,e2e_latency_p95_ms,generated_tokens_mean,ssd_read_bytes_mean,ssd_read_bytes_total,ssd_read_mb_mean,ssd_read_chunks_mean,prepare_mean_ms,selector_mean_ms,ssd_read_mean_ms,scatter_mean_ms,prefill_mean_ms,normal_chunk_count_total_mean,normal_kv_read_bytes_mean,separator_read_bytes_mean,normal_kv_preads_mean,separator_preads_mean,static_score_calls_mean,query_score_calls_mean,diversity_calls_mean,ttft_reduction_vs_fullload_pct,ttft_reduction_vs_recompute_pct
fullload,FullLoad,1.0,full,240,40,0.6208333333333333,695.212749086204,691.2379564600997,844.1899262892546,95.27818027889839,29.315267034689896,21.094668947625905,56.11196556710638,724.5280161208939,712.8161820000969,879.8247820755931,2.375,1165072793.6,279617470464,1165.0727936,2248.0,,,416.3333611179648,,690.0961628494164,,1165072793.6,0.0,64.0,0.0,,,,0.0,
reorder_prefix_chunk,Reorder+Prefix,0.25,chunk,240,40,0.5833333333333334,281.63593804929405,282.31057996163145,322.56920978543343,30.63501154562811,25.943630902232446,18.976835999637842,55.24918345618061,307.5795689515265,308.3040670026094,352.81845013960265,2.3833333333333333,306079334.4,73459040256,306.0793344,545.6,238.14770715252962,0.220497403643094,154.99065132122874,49.915489584964234,43.43339481274597,272.8,286051532.8,20027801.6,64.0,1.0,0.0,0.0,0.0,59.48924434721893,
static_diverse_chunk,Static+Diverse,0.25,chunk,240,40,0.5791666666666667,349.85511258225114,346.3851680280641,403.8646541011985,35.2856895694793,25.874500277859624,18.925538985058665,54.94266755995341,375.72961286011076,371.7618580558337,435.695718723582,2.379166666666667,300108185.6,72025964544,300.1081856,545.6,306.6836867908326,14.241989279980771,205.44780198397348,50.732800839371826,43.119139029295184,272.8,280080384.0,20027801.6,281.15,1.0,32.0,0.0,32.0,49.67653958560097,
