method_key,method,retention,retention_kind,n_requests,n_images,accuracy,ttft_mean_ms,ttft_p50_ms,ttft_p95_ms,ttft_std_ms,decode_mean_ms,decode_p50_ms,decode_p95_ms,e2e_latency_mean_ms,e2e_latency_p50_ms,e2e_latency_p95_ms,generated_tokens_mean,ssd_read_bytes_mean,ssd_read_bytes_total,ssd_read_mb_mean,ssd_read_chunks_mean,prepare_mean_ms,selector_mean_ms,ssd_read_mean_ms,scatter_mean_ms,prefill_mean_ms,normal_chunk_count_total_mean,normal_kv_read_bytes_mean,separator_read_bytes_mean,normal_kv_preads_mean,separator_preads_mean,static_score_calls_mean,query_score_calls_mean,diversity_calls_mean,ttft_reduction_vs_fullload_pct,ttft_reduction_vs_recompute_pct
recompute,ReComp,,none,1,1,1.0,764.1742880223319,764.1742880223319,764.1742880223319,0.0,20.146798924542964,20.146798924542964,20.146798924542964,784.3210869468749,784.3210869468749,784.3210869468749,2.0,0.0,0,0.0,0.0,,,0.0,,764.1740340040997,,0.0,0.0,0.0,0.0,,,,-5.282218585867836,0.0
fullload,FullLoad,1.0,full,1,1,1.0,725.8341420674697,725.8341420674697,725.8341420674697,0.0,19.894828903488815,19.894828903488815,19.894828903488815,745.7289709709585,745.7289709709585,745.7289709709585,2.0,1124073472.0,1124073472,1124.073472,2176.0,,,467.24770113360137,,721.008729073219,,1124073472.0,0.0,64.0,0.0,,,,0.0,5.017199159381008
reorder_prefix_chunk,Reorder+Prefix,0.25,chunk,1,1,1.0,288.9906610362232,288.9906610362232,288.9906610362232,0.0,19.32315097656101,19.32315097656101,19.32315097656101,308.3138120127842,308.3138120127842,308.3138120127842,2.0,285212672.0,285212672,285.212672,512.0,247.27559299208224,0.21338602527976036,165.37875577341765,49.849646049551666,41.65103705599904,256.0,268435456.0,16777216.0,64.0,1.0,0.0,0.0,0.0,60.18502791656222,62.182624361240244
static_diverse_chunk,Static+Diverse,0.25,chunk,1,1,1.0,391.63719303905964,391.63719303905964,391.63719303905964,0.0,19.248527940362692,19.248527940362692,19.248527940362692,410.88572097942233,410.88572097942233,410.88572097942233,2.0,281018368.0,281018368,281.018368,512.0,341.9060070300475,14.998139929957688,241.7890940560028,48.55547787155956,49.66900800354779,256.0,264241152.0,16777216.0,272.0,1.0,32.0,0.0,32.0,46.04315637130016,48.75027867626782
