method_key,budget,budget_pct,accuracy,accuracy_pct,ttft_mean_ms,is_pareto_optimal,dominated_by
fullload,,,0.6125,61.25000000000001,727.3679585234883,True,[]
visionzip_repack_prefix@20,0.2,20.0,0.5458333333333333,54.58333333333333,233.77603205056707,True,[]
visionzip_repack_prefix@25,0.25,25.0,0.5791666666666667,57.91666666666667,265.17041861273657,True,[]
visionzip_repack_prefix@30,0.3,30.0,0.5875,58.75,300.06315525873407,True,[]
visionzip_repack_prefix@35,0.35,35.0,0.5916666666666667,59.166666666666664,336.78344151267083,True,[]
visionzip_repack_prefix@40,0.4,40.0,0.5916666666666667,59.166666666666664,375.3228329941824,False,"[""visionzip_repack_prefix@35""]"
visionzip_repack_prefix@45,0.45,45.0,0.6041666666666666,60.416666666666664,404.7841333163281,True,[]
visionzip_repack_prefix@50,0.5,50.0,0.6,60.0,435.30895897662657,False,"[""visionzip_repack_prefix@45""]"
