budget,budget_pct,previous_budget,previous_budget_pct,accuracy_pct,accuracy_loss_vs_fullload_pp,ttft_mean_ms,ssd_read_mb_mean,qualifies_aggressive_loss_le_4pp,qualifies_balanced_loss_le_2pp,qualifies_quality_loss_le_1pp,pareto_accuracy_vs_ssd,pareto_accuracy_vs_ttft,budget_step_pp,accuracy_gain_pp,accuracy_gain_per_plus_5pct_kv_pp,ssd_increase_mb,ttft_increase_ms,ssd_mb_cost_per_plus_1pp_accuracy,ttft_ms_cost_per_plus_1pp_accuracy,marginal_status
0.2,20.0,,,54.58333333333333,6.6666666666666785,235.44546197226737,252.3922432,False,False,False,True,True,,,,,,,,first_tested_budget
0.25,25.0,0.2,20.0,57.91666666666667,3.3333333333333357,262.6228356991002,306.0793344,True,False,False,True,True,4.999999999999999,3.333333333333343,3.3333333333333433,53.6870912,27.177373726832855,16.106127359999952,8.153212118049833,positive_accuracy_gain
0.3,30.0,0.25,25.0,58.75,2.500000000000007,299.2817612326083,371.5104768,True,False,False,True,True,4.999999999999999,0.8333333333333286,0.8333333333333287,65.4311424,36.65892553350807,78.51737088000044,43.99071064020993,positive_accuracy_gain
0.35,35.0,0.3,30.0,59.166666666666664,2.083333333333343,337.5077016297534,435.2638976,True,False,False,True,True,4.999999999999999,0.4166666666666643,0.41666666666666435,63.753420800000015,38.22594039714511,153.0082099200009,91.74225695314878,positive_accuracy_gain
0.4,40.0,0.35,35.0,59.166666666666664,2.083333333333343,375.62377504703664,498.1784576,True,False,False,False,False,5.000000000000004,0.0,0.0,62.914559999999994,38.116073417283246,,,no_positive_accuracy_gain
0.45,45.0,0.4,40.0,60.416666666666664,0.8333333333333428,406.2800569178459,551.026688,True,True,True,True,True,4.999999999999999,1.25,1.2500000000000002,52.848230400000034,30.656281870809266,42.27858432000003,24.525025496647412,positive_accuracy_gain
0.5,50.0,0.45,45.0,60.0,1.250000000000007,440.42640991538065,603.8749184,True,True,False,False,False,4.999999999999999,-0.4166666666666643,-0.41666666666666435,52.84823039999992,34.146352997534734,,,no_positive_accuracy_gain
