method_key,method,retention,retention_kind,n_requests,n_images,accuracy,ttft_mean_ms,ttft_p50_ms,ttft_p95_ms,ttft_std_ms,decode_mean_ms,decode_p50_ms,decode_p95_ms,e2e_latency_mean_ms,e2e_latency_p50_ms,e2e_latency_p95_ms,generated_tokens_mean,ssd_read_bytes_mean,ssd_read_bytes_total,ssd_read_mb_mean,ssd_read_chunks_mean,prepare_mean_ms,selector_mean_ms,ssd_read_mean_ms,scatter_mean_ms,prefill_mean_ms,ttft_reduction_vs_fullload_pct,ttft_reduction_vs_recompute_pct
recompute,ReComp,,none,240,40,0.625,504.49244107536896,507.03565901494585,592.4375109403624,72.00286768838693,26.02178674181535,19.23086598981172,55.59703198960051,530.5142278171843,537.9133459937293,615.6053774349855,2.370833333333333,0.0,0,0.0,0.0,,,0.0,,504.49223244456033,26.59789981894064,0.0
fullload,FullLoad,1.0,full,240,40,0.6208333333333333,687.2997364257268,680.8895305439364,821.5851777466013,85.45802787864238,31.58499998874807,23.123373510316014,62.49558565032203,718.8847364144749,706.8911950336769,849.6564399480121,2.379166666666667,1165072793.6,279617470464,1165.0727936,2248.0,,,414.5980410272993,,680.7531875082835,0.0,-36.23588392339208
sparsevlm,SparseVLM,0.25,token,240,40,0.6,751.3009485599468,766.069321485702,885.4787383868825,93.39303963622349,39.72660329867116,40.330813004402444,69.55075426958496,791.027551858618,805.5527599935886,933.9240750210593,2.379166666666667,928098440.5333333,222743625728,928.0984405333334,2793.983333333333,,,397.0980364237524,,744.7267034379669,-9.311979729114352,-48.92214181811811
static_diverse_chunk@25,Static+Diverse,0.25,chunk,240,40,0.6083333333333333,339.66325385529973,331.92643252550624,414.6820813708473,51.31726195658626,27.01838134332017,19.753230008063838,57.094227123889134,366.6816351986199,360.4085560073145,441.9745585357303,2.375,300401459.2,72096350208,300.40145920000003,545.6,293.895128693354,15.214061761071207,188.78526480960622,52.72004025803957,45.71003227538313,50.580040140608205,32.672280850972044
static_diverse_chunk@50,Static+Diverse,0.5,chunk,240,40,0.625,575.429155517971,569.7493734769523,682.5941646820866,76.16803357896994,27.203512567696936,19.78693250566721,57.42256391386036,602.6326680856679,593.8059325271752,720.4402335744817,2.375,594209177.6,142610202624,594.2091776000001,1113.6,526.8212180504634,22.291733552507747,332.3214759683954,91.99948161500895,48.54283913518884,16.27682581249544,-14.061006403068077
