aggregation,group,method,budget,n,quality_mean,ttft_ms_mean,ttft_ms_p50,ttft_ms_p95,decode_ms_mean,decode_ms_p50,decode_ms_p95,e2e_ms_mean,e2e_ms_p50,e2e_ms_p95,ssd_read_mb_mean,ssd_read_mb_total,selector_ms_mean,scatter_ms_mean,prefill_ms_mean,selected_kv_ratio_mean,logical_visual_token_ratio_mean,ssd_payload_ratio_vs_full_visual_kv_mean,history_tokens_mean,active_visual_tokens_mean,total_context_tokens_mean,full_visual_kv_gb_mean,selected_visual_kv_gb_mean,gpu_memory_allocated_gb_mean,gpu_peak_memory_allocated_gb_mean,process_rss_gb_mean,dialog_id
dialog,visdial:237283,FullLoad,1.0,10,0.2,622.4490856169723,619.056918512797,696.8551615718752,27.444004180142656,22.283809463260695,41.70634481997695,649.893089797115,648.1813620193861,717.8543765563518,1021.313024,10213.13024,0.0,,,1.0,1.0,1.0,108.2,1948.0,2093.0,1.021313024,1.021313024,5.081058816,6.3050307072,2.0965298176,visdial:237283
dialog,visdial:237283,ReComp,,10,0.2,457.50047999899834,468.50584048661403,485.3691983327735,25.314108602469787,20.00262899673544,38.7606666830834,482.81458860146813,494.523276516702,523.7229843391106,0.0,0.0,0.0,0.0,457.50032968935557,,,,108.2,1948.0,2093.0,1.021313024,0.0,4.9781902336,7.580347904,2.0753518592,visdial:237283
dialog,visdial:237283,SparseVLM 25%,0.25,10,0.2,630.2784103027079,654.124225518899,663.1598622945603,38.61412709229626,40.56785302236676,53.76013553177472,668.8925373950042,687.7660480095074,713.2207597402157,715.5286016,7155.286016,,,,0.24640657084188913,0.24640657084188913,0.6537217659137577,108.2,1948.0,2093.0,1.021313024,0.6676545536,5.08058368,6.305408614399999,2.1023690752,visdial:237283
dialog,visdial:237283,Static+Diverse 25%,0.25,10,0.2,321.5328497928567,320.72391000110656,341.1812154983636,25.353876809822395,19.959316006861627,38.68763319624122,346.8867266026791,350.1499789999798,360.6430489948252,280.756224,2807.56224,14.640513638732955,49.17913679382764,54.62054529925808,0.24435318275154003,0.24435318275154003,0.2748973305954826,108.2,1948.0,2093.0,1.021313024,0.280756224,5.081058816,6.3054335488,2.091821056,visdial:237283
dialog,visdial:237283,Static+Diverse 50%,0.5,10,0.2,515.8973347919527,514.4915249838959,544.0105809626402,25.578057597158477,19.912532501621172,39.60680867312476,541.4753923891112,534.044628002448,565.0359527382534,540.934144,5409.34144,20.616170996800065,80.66171442042105,54.91558590438217,0.5071868583162218,0.5071868583162218,0.5296457905544149,108.2,1948.0,2093.0,1.021313024,0.540934144,5.08058368,6.305262233600001,2.0704813056,visdial:237283
dialog,visdial:239217,FullLoad,1.0,10,0.3,675.9497230057605,650.705417006975,811.5809605893445,28.848936408758163,20.304503006627783,62.7045565139269,704.7986594145186,680.9679940342903,835.3250140062299,1226.83392,12268.3392,0.0,,,1.0,1.0,1.0,88.4,2340.0,2462.7,1.22683392,1.22683392,5.28706304,6.7027363328,2.1091930112,visdial:239217
dialog,visdial:239217,ReComp,,10,0.3,547.111661703093,550.8480745193083,571.297546866117,24.87780200317502,19.344632513821125,47.85424738365689,571.989463706268,570.80961248721,610.4939897079021,0.0,0.0,0.0,0.0,547.1114602987655,,,,88.4,2340.0,2462.7,1.22683392,0.0,5.16315904,8.5165905408,2.1091930112,visdial:239217
dialog,visdial:239217,SparseVLM 25%,0.25,10,0.3,701.4654900995083,735.6205590185709,774.7620241658296,38.20092938840389,32.473959028720856,59.16717390355188,739.6664194879122,769.9986169754993,812.1238255640492,842.1965824,8421.965824,,,,0.24615384615384617,0.24615384615384617,0.6396047008547008,88.4,2340.0,2462.7,1.22683392,0.7846887424,5.286104576,6.7024505344,2.1132283904,visdial:239217
dialog,visdial:239217,Static+Diverse 25%,0.25,10,0.2,334.91247431375086,344.6993965189904,355.22514662879985,30.868830281542614,19.569012976717204,68.49168546323197,365.7813045952935,369.74004399962723,390.0126836640993,315.359232,3153.59232,15.7401557196863,53.703300561755896,51.697414013324305,0.24615384615384617,0.24615384615384617,0.257051282051282,88.4,2340.0,2462.7,1.22683392,0.315359232,5.28706304,6.7031670272,2.1075902464,visdial:239217
dialog,visdial:239217,Static+Diverse 50%,0.5,10,0.3,582.1892064937856,585.606420529075,595.8462260314263,25.539025611942634,19.816915999399498,49.042560611269415,607.7282321057282,607.4000670050737,626.83307416155,611.844096,6118.44096,23.166100907837972,92.07794765825383,57.273539691232145,0.49230769230769234,0.49230769230769234,0.4987179487179487,88.4,2340.0,2462.7,1.22683392,0.611844096,5.286104576,6.70212992,2.1075902464,visdial:239217
dialog,visdial:247001,FullLoad,1.0,10,0.7,725.7987492135726,714.4061865110416,863.9429652132093,29.065306787379086,20.097648492082953,57.84087865031323,754.8640560009517,739.9455450067762,907.890938053606,1226.83392,12268.3392,0.0,,,1.0,1.0,1.0,85.6,2340.0,2460.3,1.22683392,1.22683392,5.28706304,6.699752448,2.1083492352,visdial:247001
dialog,visdial:247001,ReComp,,10,0.7,551.300957694184,557.6268839940894,568.3444954280276,22.601474908879027,18.885555502492934,39.50150961172763,573.9024326030631,576.4477089978755,603.5377161460929,0.0,0.0,0.0,0.0,551.3007708010264,,,,85.6,2340.0,2460.3,1.22683392,0.0,5.16315904,8.5111638016,2.1083492352,visdial:247001
dialog,visdial:247001,SparseVLM 25%,0.25,10,0.7,752.1503772004507,770.4911904875189,813.8766438583843,30.881926300935447,26.464375521754846,52.76965292578096,783.0323035013862,806.3718210032675,846.4837323408574,936.9157632,9369.157632,,,,0.24615384615384617,0.24615384615384617,0.7168108974358974,85.6,2340.0,2460.3,1.22683392,0.8794079232,5.286104576,6.6997923328,2.1182988288,visdial:247001
dialog,visdial:247001,Static+Diverse 25%,0.25,10,0.7,361.82083669118583,360.754786466714,382.8563430637587,23.231796006439254,19.384756014915183,40.7495263672899,385.0526326976251,387.7901789965108,402.6220662461128,316.276736,3162.76736,16.09504114021547,53.95599625771865,56.20255620451644,0.2465811965811966,0.2465811965811966,0.2577991452991453,85.6,2340.0,2460.3,1.22683392,0.316276736,5.28706304,6.700175616,2.1012574208,visdial:247001
dialog,visdial:247001,Static+Diverse 50%,0.5,10,0.7,600.5789005896077,600.3850765118841,617.7222594240448,23.071377485757694,19.332479510921985,40.36687508050814,623.6502780753653,619.7597749705892,655.9575034742011,615.05536,6150.5536,23.019771685358137,93.30007639946416,56.31513480329886,0.4807692307692307,0.4807692307692307,0.5013354700854701,85.6,2340.0,2460.3,1.22683392,0.61505536,5.286104576,6.699282688,2.1059366912,visdial:247001
dialog,visdial:255378,FullLoad,1.0,10,0.9,669.5250910997856,664.5435935060959,777.548128037597,20.657061703968793,19.943810999393463,23.343635426135734,690.1821528037544,684.2669489851687,799.3065448536072,1233.125376,12331.25376,0.0,,,1.0,1.0,1.0,76.4,2352.0,2459.5,1.233125376,1.233125376,5.292740096,6.6990006272,2.0633329664,visdial:255378
dialog,visdial:255378,ReComp,,10,0.9,550.6197258888278,548.9420689700637,565.5942511279136,19.50387080432847,19.348153000464663,20.248612939030863,570.1235966931563,568.5902864788659,585.1293773506768,0.0,0.0,0.0,0.0,550.6195201945957,,,,76.4,2352.0,2459.5,1.233125376,0.0,5.1688213504,8.514886195199999,2.0708007935999997,visdial:255378
dialog,visdial:255378,SparseVLM 25%,0.25,10,0.9,727.4300648015924,763.6925555125345,819.7405854356475,36.81768060196191,31.662076013162732,53.68719940306619,764.2477454035543,800.4311585100368,845.6308381457347,1026.8966912,10268.966912,,,,0.24489795918367344,0.24489795918367344,0.7858843537414966,76.4,2352.0,2459.5,1.233125376,0.9690939392000001,5.292396032,6.700309964800001,2.0756758528,visdial:255378
dialog,visdial:255378,Static+Diverse 25%,0.25,10,0.9,353.45147349871695,359.57125001004897,372.55023459147196,22.750388289568946,19.516667467541993,37.665631953859666,376.2018617882859,379.1227370093111,409.4961803435581,322.961408,3229.61408,16.316912218462676,55.52971489960328,55.18449769588187,0.24617346938775514,0.24617346938775514,0.2619047619047619,76.4,2352.0,2459.5,1.233125376,0.322961408,5.292740096,6.6993209856,2.0666793984000003,visdial:255378
dialog,visdial:255378,Static+Diverse 50%,0.5,10,0.9,558.3876436110586,563.2625714933965,576.1780317232478,19.752996193710715,19.627185974968597,20.66092169843614,578.1406398047693,582.9338124895003,596.226374732214,623.116288,6231.16288,22.908050240948796,94.14750242722221,55.425811308668926,0.4829931972789116,0.4829931972789116,0.50531462585034,76.4,2352.0,2459.5,1.233125376,0.623116288,5.292396032,6.6992003584,2.0747423744,visdial:255378
dialog,visdial:258333,FullLoad,1.0,10,0.4,678.5864829958882,666.6031319764443,768.3961819479009,27.776585397077724,22.99980996758677,42.022794808144674,706.3630683929659,691.6897884802893,788.0845409294125,1226.83392,12268.3392,0.0,,,1.0,1.0,1.0,96.9,2340.0,2472.0,1.22683392,1.22683392,5.28706304,6.713285376,2.0427497472000002,visdial:258333
dialog,visdial:258333,ReComp,,10,0.4,556.9068654091097,557.3186815017834,571.5645707852673,25.10427099186927,19.656547025078908,38.488454921753146,582.011136400979,580.3669050219469,609.4310186075745,0.0,0.0,0.0,0.0,556.9066494004801,,,,96.9,2340.0,2472.0,1.22683392,0.0,5.16315904,8.5362518016,2.0539551744,visdial:258333
dialog,visdial:258333,SparseVLM 25%,0.25,10,0.4,733.192986191716,741.597874002764,803.7535210489295,37.0471129019279,41.23831799370237,48.81733806396368,770.240099093644,778.6570175085217,844.0068946918473,945.4288896,9454.288896,,,,0.24615384615384617,0.24615384615384617,0.7237499999999999,96.9,2340.0,2472.0,1.22683392,0.8879210496000001,5.286104576,6.7134727168,2.065391616,visdial:258333
dialog,visdial:258333,Static+Diverse 25%,0.25,10,0.4,340.4612586076837,332.0472445047926,372.9320385173196,25.03899050061591,19.29905399447307,39.08930201432668,365.5002491082996,351.3828110008035,411.44983332487755,317.652992,3176.52992,14.375861070584506,50.74966447427869,55.92104120296426,0.24700854700854702,0.24700854700854702,0.25892094017094014,96.9,2340.0,2472.0,1.22683392,0.317652992,5.28706304,6.7138368512,2.0568588288,visdial:258333
dialog,visdial:258333,Static+Diverse 50%,0.5,10,0.4,586.2631107040215,591.5212414984126,616.888287733309,24.818334390874952,19.352168979821727,38.3146876381943,611.0814450948965,612.0827104896307,643.7286704895087,613.679104,6136.79104,22.21232507727109,91.8003304337617,58.96206860197708,0.4803418803418803,0.4803418803418803,0.5002136752136753,96.9,2340.0,2472.0,1.22683392,0.613679104,5.286104576,6.7128031232,2.05795328,visdial:258333
dialog,visdial:261686,FullLoad,1.0,10,0.3,857.563067600131,842.5742469844408,956.8384294048883,106.58363031107001,20.376966014737263,286.1146318347892,964.146697911201,927.4791420029942,1171.6702558333054,1535.115264,15351.15264,0.0,,,1.0,1.0,1.0,107.7,2928.0,3071.6,1.535115264,1.535115264,5.594746368,7.362496512,2.3568023551999997,visdial:261686
dialog,visdial:261686,ReComp,,10,0.3,746.584355016239,741.3724475190975,793.9389852341264,104.50853309594095,20.144973503192887,277.7197198331123,851.0928881121799,802.4892305256799,997.493510847562,0.0,0.0,0.0,0.0,746.584111492848,,,,107.7,2928.0,3071.6,1.535115264,0.0,5.4406122496,10.223331072,2.1203902464,visdial:261686
dialog,visdial:261686,SparseVLM 25%,0.25,10,0.3,826.1513148841914,824.5706344896462,879.1347110614879,106.14805960212834,23.5982985177543,295.2206504298374,932.2993744863197,855.862193973735,1161.8175983050605,1210.5285632,12105.285632,,,,0.2459016393442623,0.2459016393442623,0.741683743169399,107.7,2928.0,3071.6,1.535115264,1.1385700352,5.59438592,7.3788140032,2.2735843328,visdial:261686
dialog,visdial:261686,Static+Diverse 25%,0.25,10,0.3,449.2264568048995,449.01454949285835,484.1878694976913,101.87160429777578,20.072547515155748,288.25368534890004,551.0980611026753,494.9198050017003,734.0490760077955,424.148992,4241.48992,18.930527404882014,66.43697302788496,61.06316490913741,0.26366120218579236,0.26366120218579236,0.27629781420765026,107.7,2928.0,3071.6,1.535115264,0.424148992,5.594746368,7.363367833600001,2.1181779968,visdial:261686
dialog,visdial:261686,Static+Diverse 50%,0.5,10,0.3,755.4484895023052,755.6947414996102,774.9344006675528,107.79415360302664,20.04788600606844,289.1956083767582,863.2426431053318,792.941965512,1022.4400220235111,791.67488,7916.7488,28.0115959350951,120.17483371309936,63.34462559898384,0.5027322404371584,0.5027322404371584,0.5157103825136612,107.7,2928.0,3071.6,1.535115264,0.79167488,5.59438592,7.3627930624,2.1413879808,visdial:261686
dialog,visdial:263372,FullLoad,1.0,10,0.6,582.7937453868799,582.3771840077825,638.4445766307181,31.235056614968926,20.02846752293408,80.11156957945778,614.0288020018488,616.6735989972949,680.3247317613568,1072.693248,10726.93248,0.0,,,1.0,1.0,1.0,84.9,2046.0,2164.8,1.072693248,1.072693248,5.131963904,6.3842386432,2.0903714816,visdial:263372
dialog,visdial:263372,ReComp,,10,0.5,474.03668399201706,474.5228379906621,495.5928301438689,30.30241450178437,19.493432017043233,77.69539659493594,504.33909849380143,497.1687750075944,560.3562512987991,0.0,0.0,0.0,0.0,474.0364848985337,,,,84.9,2046.0,2164.8,1.072693248,0.0,5.0244324352,7.764779776,2.0836319232,visdial:263372
dialog,visdial:263372,SparseVLM 25%,0.25,10,0.5,637.062699708622,648.504562996095,689.8028128664009,45.82783240475692,29.76693699019961,109.90606330742582,682.8905321133789,692.3559005372226,779.9563200591365,817.741824,8177.41824,,,,0.24633431085043983,0.24633431085043983,0.715450879765396,84.9,2046.0,2164.8,1.072693248,0.767459328,5.131963904,6.3853000704,2.0844814335999997,visdial:263372
dialog,visdial:263372,Static+Diverse 25%,0.25,10,0.5,312.712044181535,314.6705359686166,338.2198019855423,33.813430211739615,19.613663520431146,84.53511676634655,346.52547439327464,350.83707599551417,399.502939794911,283.672576,2836.72576,14.358571101911366,49.04654279816896,55.03233239869587,0.2507331378299121,0.2507331378299121,0.26444892473118287,84.9,2046.0,2164.8,1.072693248,0.283672576,5.131963904,6.3844692992,2.0844814335999997,visdial:263372
dialog,visdial:263372,Static+Diverse 50%,0.5,10,0.5,504.3018821044825,506.7676530161407,520.3752804838587,30.546258186222985,19.511741469614208,78.95984814385875,534.8481402907055,527.9102039930876,585.686269609141,551.97696,5519.7696,21.721454826183617,83.96009973948821,56.13524140208028,0.5,0.5,0.5145711143695014,84.9,2046.0,2164.8,1.072693248,0.55197696,5.131963904,6.384943872,2.0844814335999997,visdial:263372
dialog,visdial:27086,FullLoad,1.0,10,0.8,670.6989141006488,678.4283949818928,693.1189036695287,27.645619196118787,20.333917025709525,44.930117181502276,698.3445332967676,705.051122000441,723.6728668038268,1124.073472,11240.73472,0.0,,,1.0,1.0,1.0,78.9,2144.0,2256.6,1.124073472,1.124073472,5.183344128,6.4844123136,2.1250760704,visdial:27086
dialog,visdial:27086,ReComp,,10,0.8,501.5371678106021,505.1224785274826,522.1706593089039,22.897658892907202,19.176820991560817,37.78338409028947,524.4348267035093,527.8165630006697,545.9431164636044,0.0,0.0,0.0,0.0,501.5369615983218,,,,78.9,2144.0,2256.6,1.124073472,0.0,5.070674636800001,7.993897625600001,2.1250760704,visdial:27086
dialog,visdial:27086,SparseVLM 25%,0.25,10,0.8,723.5663779138122,740.451616991777,769.5681069919374,36.38864408712834,28.33977696718648,58.011435609660104,759.9550220009405,774.5271369931288,812.3307317495346,854.327296,8543.27296,,,,0.2462686567164179,0.2462686567164179,0.7131529850746269,78.9,2144.0,2256.6,1.124073472,0.801636352,5.183344128,6.4844563456,2.1256462336,visdial:27086
dialog,visdial:27086,Static+Diverse 25%,0.25,10,0.8,320.8955967857037,327.6887454849202,344.0231704793405,23.36536960210651,19.692709989612922,38.67915180162527,344.2609663878102,349.8112384986598,370.18147353373934,281.542656,2815.42656,15.146480762632564,50.05271956324577,53.17325249197893,0.2238805970149254,0.2238805970149254,0.25046641791044777,78.9,2144.0,2256.6,1.124073472,0.281542656,5.183344128,6.484643635199999,2.1256462336,visdial:27086
dialog,visdial:27086,Static+Diverse 50%,0.5,10,0.8,550.9533869219013,547.6008225232363,572.6495057198917,23.466544784605503,19.746527483221143,39.142070640809834,574.4199317065068,567.0798079809174,592.1291194565129,577.241088,5772.41088,23.119935992872342,87.47514641145244,54.83999021816999,0.4925373134328358,0.4925373134328358,0.5135261194029851,78.9,2144.0,2256.6,1.124073472,0.577241088,5.183344128,6.4840505856,2.1256462336,visdial:27086
dialog,visdial:292163,FullLoad,1.0,10,0.7,696.6815777006559,665.5850160168484,858.7374862778231,28.847217501606792,19.88809899194166,53.56198967201634,725.5287952022627,687.7927920140792,891.0242593468863,1226.83392,12268.3392,0.0,,,1.0,1.0,1.0,107.1,2340.0,2482.4,1.22683392,1.22683392,5.28706304,6.724150169600001,2.1263577088,visdial:292163
dialog,visdial:292163,ReComp,,10,0.7,561.0049092094414,563.8441230112221,576.4285554439994,22.939522587694228,19.432942470302805,38.07309314433951,583.9444317971356,584.5927824848332,600.3670729376609,0.0,0.0,0.0,0.0,561.0046630026773,,,,107.1,2340.0,2482.4,1.22683392,0.0,5.16315904,8.5589712384,2.1296152576,visdial:292163
dialog,visdial:292163,SparseVLM 25%,0.25,10,0.7,785.0400105991866,776.9444684963673,870.4527384456013,31.617240491323173,25.688388530397788,52.07885667623486,816.6572510905098,801.9091055030003,906.3962974090828,1065.7398784,10657.398784,,,,0.24615384615384617,0.24615384615384617,0.8218162393162393,107.1,2340.0,2482.4,1.22683392,1.0082320384,5.286104576,6.7264224768,2.1294350336,visdial:292163
dialog,visdial:292163,Static+Diverse 25%,0.25,10,0.6,342.37730018794537,342.1528044855222,358.77720908320043,23.60816451255232,19.78995749959722,38.70395591657143,365.9854647004977,367.2803200024646,379.8730717477156,311.230464,3112.30464,16.63662641076371,54.43807367119007,60.16884249984287,0.24700854700854702,0.24700854700854702,0.2536858974358974,107.1,2340.0,2482.4,1.22683392,0.311230464,5.28706304,6.724837990399999,2.1294350336,visdial:292163
dialog,visdial:292163,Static+Diverse 50%,0.5,10,0.7,586.3463982997928,592.726995004341,597.970113295014,23.288581590168178,19.37063198420219,39.2442709649913,609.634979889961,613.389238511445,632.8326902235858,610.926592,6109.26592,24.172331887530163,92.31093561393209,59.7843861032743,0.48119658119658115,0.48119658119658115,0.49797008547008553,107.1,2340.0,2482.4,1.22683392,0.610926592,5.286104576,6.7236921856,2.1294350336,visdial:292163
dialog,visdial:294553,FullLoad,1.0,10,0.6,647.8395057958551,648.4417059982661,720.0626023404766,23.221101792296395,19.947416498325765,36.446777189848945,671.0606075881515,677.8126374701969,739.9506901245331,1124.073472,11240.73472,0.0,,,1.0,1.0,1.0,80.4,2144.0,2257.9,1.124073472,1.124073472,5.183344128,6.4852118528,2.100779008,visdial:294553
dialog,visdial:294553,ReComp,,10,0.6,514.518827496795,511.8272670370061,533.7807438714663,19.203509693033993,19.09619348589331,19.747532680048607,533.722337189829,531.1433035240043,553.2474916311912,0.0,0.0,0.0,0.0,514.518593007233,,,,80.4,2144.0,2257.9,1.124073472,0.0,5.070674636800001,7.9963781632,2.106032128,visdial:294553
dialog,visdial:294553,SparseVLM 25%,0.25,10,0.6,723.8346789963543,722.8860710165463,802.7719657373382,29.776619211770594,24.589181470219046,49.306685524061315,753.6112982081249,750.8233325206675,841.3933458010433,961.019904,9610.19904,,,,0.2462686567164179,0.2462686567164179,0.8080690298507462,80.4,2144.0,2257.9,1.124073472,0.90832896,5.183344128,6.4857939968,2.1071716352,visdial:294553
dialog,visdial:294553,Static+Diverse 25%,0.25,10,0.6,322.9318691010121,322.9627994878683,338.38001395051833,19.35414199833758,19.29877800284885,19.862388994079083,342.2860110993497,342.24921101122163,357.85990697331727,276.299776,2762.99776,15.888908691704273,50.53662963327952,55.0369702919852,0.2388059701492537,0.2388059701492537,0.24580223880597013,80.4,2144.0,2257.9,1.124073472,0.276299776,5.183344128,6.485362944,2.1011058688,visdial:294553
dialog,visdial:294553,Static+Diverse 50%,0.5,10,0.6,567.0256754092406,567.5007910176646,575.2839544060407,19.4803450955078,19.516220490913838,19.92442010960076,586.5060205047484,586.5765815251507,595.0251328555169,573.046784,5730.46784,23.885078926105052,88.35005811415613,56.86673620948568,0.4925373134328358,0.4925373134328358,0.5097947761194029,80.4,2144.0,2257.9,1.124073472,0.573046784,5.183344128,6.4847904768,2.1068075008,visdial:294553
dialog,visdial:297127,FullLoad,1.0,10,0.8,867.6474531937856,858.3069739979692,996.3614319422048,21.311195800080895,19.756175024667755,27.883785960148085,888.9586489938665,881.0828229761682,1020.4461044719209,1535.115264,15351.15264,0.0,,,1.0,1.0,1.0,83.6,2928.0,3045.4,1.535115264,1.535115264,5.594746368,7.3250793472,2.1704757248,visdial:297127
dialog,visdial:297127,ReComp,,10,0.8,730.749845597893,726.7074250266887,779.7733092767885,19.38188291969709,19.33787201414816,19.922253469121642,750.1317285175901,746.2847290444188,799.1849091573386,0.0,0.0,0.0,0.0,730.7496434892528,,,,83.6,2928.0,3045.4,1.535115264,0.0,5.4406122496,10.156821708799999,2.1513068544,visdial:297127
dialog,visdial:297127,SparseVLM 25%,0.25,10,0.8,889.9276758078486,891.4601634896826,931.1907526658615,22.018840099917725,21.268509997753426,24.667463896912523,911.9465159077663,911.9022515078541,953.9087099547032,1207.1469055999999,12071.469056,,,,0.2459016393442623,0.2459016393442623,0.7394808743169399,83.6,2928.0,3045.4,1.535115264,1.1351883775999998,5.59438592,7.3258337792,2.1727776768,visdial:297127
dialog,visdial:297127,Static+Diverse 25%,0.25,10,0.9,459.48301220778376,464.1876329842489,481.93546037364285,19.539617002010345,19.581803993787616,19.912775594275445,479.0226292097941,483.76659702626057,501.3916843687184,424.935424,4249.35424,19.901553663657978,67.62131798896007,56.65048759547062,0.2622950819672131,0.2622950819672131,0.27681010928961747,83.6,2928.0,3045.4,1.535115264,0.424935424,5.594746368,7.3255840768,2.1057613824,visdial:297127
dialog,visdial:297127,Static+Diverse 50%,0.5,10,0.8,765.6826491933316,773.7976349890232,787.3297693848144,19.709797092946246,19.380616024136543,21.460904035484415,785.3924462862778,792.949011985911,808.591478317976,790.36416,7903.6416,28.521982888923958,118.91346487682313,58.03102300851606,0.4972677595628416,0.4972677595628416,0.5148565573770492,83.6,2928.0,3045.4,1.535115264,0.79036416,5.59438592,7.325106073600001,2.1565067264,visdial:297127
dialog,visdial:302759,FullLoad,1.0,10,0.3,637.3430138046388,619.8687000141945,731.3735558622284,33.147532591829076,20.572795008774847,82.5319952244171,670.4905463964678,639.9707529926673,775.1097984350054,1226.83392,12268.3392,0.0,,,1.0,1.0,1.0,90.3,2340.0,2463.3,1.22683392,1.22683392,5.28706304,6.7033326592,2.098259968,visdial:302759
dialog,visdial:302759,ReComp,,10,0.4,558.9760419039521,560.5183005100116,570.8667583734496,33.790931093972176,19.38695550779812,91.7369913920993,592.7669729979243,583.9883890002966,651.8292581778951,0.0,0.0,0.0,0.0,558.9758369023912,,,,90.3,2340.0,2463.3,1.22683392,0.0,5.16315904,8.5174622208,2.1009661952,visdial:302759
dialog,visdial:302759,SparseVLM 25%,0.25,10,0.4,775.9269670932554,787.5501994858496,850.8551387290936,41.11292551388033,28.102994518121704,99.9571541469777,817.0398926071357,825.8088845177554,891.590956642176,1058.2818816000001,10582.818816,,,,0.24615384615384617,0.24615384615384617,0.8157371794871795,90.3,2340.0,2463.3,1.22683392,1.0007740416,5.286104576,6.704189696,2.1055348736,visdial:302759
dialog,visdial:302759,Static+Diverse 25%,0.25,10,0.4,348.8726333947852,353.4605385211762,370.64609914668836,38.2012713176664,19.752297026570886,114.52461087901607,387.0739047124516,380.34409351530485,460.449247417273,315.359232,3153.59232,16.370038088643923,54.71702309441753,54.19389509479515,0.24615384615384617,0.24615384615384617,0.257051282051282,90.3,2340.0,2463.3,1.22683392,0.315359232,5.28706304,6.7037639168,2.0945149952,visdial:302759
dialog,visdial:302759,Static+Diverse 50%,0.5,10,0.3,557.453862397233,558.3174230123404,584.3764647434,28.52068209904246,19.259345979662612,70.1210504048503,585.9745444962755,577.6356730202679,648.2618879759683,614.137856,6141.37856,22.764199052471668,92.35191431944259,56.05862159281969,0.4803418803418803,0.4803418803418803,0.500587606837607,90.3,2340.0,2463.3,1.22683392,0.614137856,5.286104576,6.702996633600001,2.111541248,visdial:302759
dialog,visdial:307728,FullLoad,1.0,10,1.0,662.4289551167749,640.7327395281754,836.8852690822677,34.94155649095774,20.865688507910818,90.10467624757436,697.3705116077326,674.4477064930834,859.5277188898762,1226.83392,12268.3392,0.0,,,1.0,1.0,1.0,92.4,2340.0,2467.5,1.22683392,1.22683392,5.28706304,6.7076982784,2.0927627264,visdial:307728
dialog,visdial:307728,ReComp,,10,1.0,551.8993794044945,556.1070455005392,572.7933325921185,28.580882790265605,19.293923978693783,67.90440990298515,580.4802621947601,578.9911304891575,621.7195532401092,0.0,0.0,0.0,0.0,551.8991936987732,,,,92.4,2340.0,2467.5,1.22683392,0.0,5.16315904,8.526588416,2.0831289344,visdial:307728
dialog,visdial:307728,SparseVLM 25%,0.25,10,1.0,738.3083807129879,747.8215365263168,773.4218585421331,45.93056009616703,37.45673748198897,98.88058343785806,784.2389408091549,785.7587670150679,852.0778408594196,954.3811072000001,9543.811072,,,,0.24615384615384617,0.24615384615384617,0.7310470085470087,92.4,2340.0,2467.5,1.22683392,0.8968732672,5.286104576,6.7077534208000005,2.1016018944,visdial:307728
dialog,visdial:307728,Static+Diverse 25%,0.25,10,1.0,336.58250229782425,328.0132790096104,418.7349251296836,28.70965839829296,19.558553001843393,68.17106712551316,365.2921606961172,355.06863851333037,444.9482121737673,315.817984,3158.17984,16.007492184871808,54.49841231456958,54.20372618827969,0.23461538461538461,0.23461538461538461,0.25742521367521365,92.4,2340.0,2467.5,1.22683392,0.315817984,5.28706304,6.708139776,2.0776075264,visdial:307728
dialog,visdial:307728,Static+Diverse 50%,0.5,10,1.0,544.3228871095926,534.1143409896176,644.226826095837,28.654092294164002,19.36592601123266,68.5379410948371,572.9769794037566,563.2196730293799,671.5715049562276,613.679104,6136.79104,20.746216096449643,90.16549017396756,56.38607271830551,0.4803418803418803,0.4803418803418803,0.5002136752136753,92.4,2340.0,2467.5,1.22683392,0.613679104,5.286104576,6.7072292352,2.0860813312,visdial:307728
dialog,visdial:310424,FullLoad,1.0,10,0.3,615.0479645119049,601.3946905150078,688.1279796623858,52.15853290283121,20.266595034627244,180.9618525643598,667.2064974147361,651.311916008126,805.8964262600056,1124.073472,11240.73472,0.0,,,1.0,1.0,1.0,120.4,2144.0,2298.3,1.124073472,1.124073472,5.183344128,6.526459443199999,2.0190629888,visdial:310424
dialog,visdial:310424,ReComp,,10,0.3,511.5788144059479,514.4475405104458,533.2834290631581,48.60912110307254,19.293000019388273,176.52988091576822,560.1879355090205,538.466314523248,687.1131261868866,0.0,0.0,0.0,0.0,511.5785954054445,,,,120.4,2144.0,2298.3,1.124073472,0.0,5.070674636800001,8.079196723199999,2.017703936,visdial:310424
dialog,visdial:310424,SparseVLM 25%,0.25,10,0.3,679.4449354929384,696.5673035010695,736.3082606898388,59.576473908964545,33.95795149845071,188.3892646263118,739.0214094019029,737.0721354964189,882.6968594425123,866.7004928,8667.004928,,,,0.2462686567164179,0.2462686567164179,0.7241604477611941,120.4,2144.0,2298.3,1.124073472,0.8140095488,5.183344128,6.5273376256,2.024378368,visdial:310424
dialog,visdial:310424,Static+Diverse 25%,0.25,10,0.3,320.03131709061563,326.26222548424266,334.5809103746433,49.92851440911181,19.295228034025058,181.52970671653725,369.95983149972744,345.44406249187887,513.0680268892318,278.921216,2789.21216,15.604635328054428,50.99659086554311,59.24064498976804,0.2388059701492537,0.2388059701492537,0.24813432835820898,120.4,2144.0,2298.3,1.124073472,0.278921216,5.183344128,6.5271232,2.002243584,visdial:310424
