aggregation,group,method,budget,n,quality_mean,ttft_ms_mean,ttft_ms_p50,ttft_ms_p95,decode_ms_mean,decode_ms_p50,decode_ms_p95,e2e_ms_mean,e2e_ms_p50,e2e_ms_p95,ssd_read_mb_mean,ssd_read_mb_total,selector_ms_mean,scatter_ms_mean,prefill_ms_mean,selected_kv_ratio_mean,logical_visual_token_ratio_mean,ssd_payload_ratio_vs_full_visual_kv_mean,history_tokens_mean,active_visual_tokens_mean,total_context_tokens_mean,full_visual_kv_gb_mean,selected_visual_kv_gb_mean,gpu_memory_allocated_gb_mean,gpu_peak_memory_allocated_gb_mean,process_rss_gb_mean,dialog_id
dialog,visdial:126379,FullLoad,1.0,10,0.5,695.872519700788,685.375748493243,796.8281350273173,26.700479397550225,22.410362464142963,44.31336113775614,722.5729990983382,709.9440170277376,819.2670610937057,1226.83392,12268.3392,0.0,,,1.0,1.0,1.0,90.2,2340.0,2464.2,1.22683392,1.22683392,5.28706304,6.703057664,2.1124677632,visdial:126379
dialog,visdial:126379,ReComp,,10,0.5,548.6433660087641,553.5090025223326,573.4216183394892,20.944581419462338,19.150741485645995,29.054884784272854,569.5879474282265,572.6063410402276,602.4328873405466,0.0,0.0,0.0,0.0,548.6431138939224,,,,90.2,2340.0,2464.2,1.22683392,0.0,5.16315904,8.519365632,2.1137342464,visdial:126379
dialog,visdial:126379,SparseVLM 25%,0.25,10,0.4,797.8825415135361,806.2654495006427,857.1979215252213,39.65087418328039,38.57834546943195,57.385577331297085,837.5334156968165,835.893217503326,907.882726250682,951.0453248,9510.453248,,,,0.24615384615384617,0.24615384615384617,0.7283279914529915,90.2,2340.0,2464.2,1.22683392,0.8935374848,5.286104576,6.7027315712,2.1356683264000003,visdial:126379
dialog,visdial:126379,Static+Diverse 25%,0.25,10,0.5,352.6186496950686,358.98209500010125,377.6407210738398,25.61175800510682,19.284733018139377,52.38449141907037,378.2304077001754,378.1949990079738,416.8072468863101,315.359232,3153.59232,16.443036077544093,53.89934934210032,53.68010320235044,0.2465811965811966,0.2465811965811966,0.257051282051282,90.2,2340.0,2464.2,1.22683392,0.315359232,5.28706304,6.703484057600001,2.1080162304,visdial:126379
dialog,visdial:126379,Static+Diverse 50%,0.5,10,0.5,591.1955448042136,586.4160639757756,607.8704546671361,25.41583420825191,19.642021507024765,47.85332550527526,616.6113790124655,611.6887460229918,646.8166068632854,612.302848,6123.02848,23.73966427403502,92.9424827278126,57.88532489677891,0.4803418803418803,0.4803418803418803,0.49909188034188035,90.2,2340.0,2464.2,1.22683392,0.612302848,5.286104576,6.7022800896,2.1097197568,visdial:126379
dialog,visdial:133780,FullLoad,1.0,10,0.0,797.6239465991966,795.3360329847783,843.7322869867785,112.74029539199546,57.76848696405068,279.00769644766115,910.3642419911921,850.7945830060635,1105.6662968767341,1484.783616,14847.83616,0.0,,,1.0,1.0,1.0,108.0,2832.0,2973.7,1.484783616,1.484783616,5.544054272,7.2549575168,2.2003470336,visdial:133780
dialog,visdial:133780,ReComp,,10,0.0,695.7374304009136,705.7664550084155,717.1225690341089,111.21867029578425,56.36337597388774,275.93709214706905,806.9561006966978,771.5882979682647,933.3805914240656,0.0,0.0,0.0,0.0,695.7371893106028,,,,108.0,2832.0,2973.7,1.484783616,0.0,5.395313766399999,9.9322975232,2.147067904,visdial:133780
dialog,visdial:133780,SparseVLM 25%,0.25,10,0.0,823.6239293997642,796.0489515098743,890.7784721930511,124.28017219644971,67.71211847080849,294.9422477540793,947.9041015962139,911.4874915103428,1112.8841753059532,1147.9023616,11479.023616,,,,0.24576271186440674,0.24576271186440674,0.7262358757062147,108.0,2832.0,2973.7,1.484783616,1.0783031295999999,5.544054272,7.256336896,2.1487591424,visdial:133780
dialog,visdial:133780,Static+Diverse 25%,0.25,10,0.0,401.1623760161456,399.4802955421619,427.912533361814,114.85473359934986,57.90016349055804,284.4107077049557,516.0171096154954,462.07760550896637,682.4471852683928,382.468096,3824.68096,18.785753671545535,62.00614119297825,60.405456309672445,0.25,0.25,0.25759180790960456,108.0,2832.0,2973.7,1.484783616,0.382468096,5.544054272,7.255715328,2.1205409792,visdial:133780
dialog,visdial:133780,Static+Diverse 50%,0.5,10,0.0,670.5413326038979,681.0458894760814,702.8001874277834,116.32204729830846,57.036313985008746,283.55691189935897,786.8633799022064,756.8778080167249,961.9956411450403,742.129664,7421.29664,26.93101268960163,110.40605872985907,60.69266721024178,0.4971751412429379,0.4971751412429379,0.49982344632768355,108.0,2832.0,2973.7,1.484783616,0.742129664,5.544054272,7.2555603456,2.1741047808,visdial:133780
