method_key,method,retention,retention_kind,n_requests,n_images,accuracy,ttft_mean_ms,ttft_p50_ms,ttft_p95_ms,ttft_std_ms,decode_mean_ms,decode_p50_ms,decode_p95_ms,e2e_latency_mean_ms,e2e_latency_p50_ms,e2e_latency_p95_ms,generated_tokens_mean,ssd_read_bytes_mean,ssd_read_bytes_total,ssd_read_mb_mean,ssd_read_chunks_mean,prepare_mean_ms,selector_mean_ms,ssd_read_mean_ms,scatter_mean_ms,prefill_mean_ms,normal_chunk_count_total_mean,normal_kv_read_bytes_mean,separator_read_bytes_mean,normal_kv_preads_mean,separator_preads_mean,mean_bytes_per_pread_mean,normal_mean_bytes_per_pread_mean,separator_mean_bytes_per_pread_mean,static_score_calls_mean,query_score_calls_mean,diversity_calls_mean,ttft_reduction_vs_fullload_pct,ttft_reduction_vs_recompute_pct
fullload,FullLoad,1.0,full,240,40,0.6208333333333333,782.1115526550178,806.9473129580729,957.8657558013219,122.90315494789459,28.706041604164056,19.52149299904704,55.58760390267707,810.8175942591819,832.2317940182984,982.4908053036778,2.375,1165072793.6,279617470464,1165.0727936,2248.0,,,469.6300862551046,,777.3192270877189,,1165072793.6,0.0,64.0,0.0,18204262.4,18204262.4,0.0,,,,0.0,
layout_prefix_chunk,Layout+Prefix,0.25,chunk,240,40,0.029166666666666667,289.0632453597694,286.39771847520024,342.0590603607707,33.00769148808928,259.39588326776476,270.7816429901868,277.7832488238346,548.4591286275341,553.996593458578,608.960533287609,15.295833333333333,306079334.4,73459040256,306.0793344,545.6,245.92550865684947,0.20955646177753806,164.67768907459686,48.82883903289136,43.08181653274611,272.8,286051532.8,20027801.6,64.0,1.0,4708912.836923077,4469555.2,20027801.6,0.0,0.0,0.0,63.0406628851738,
