dialog_id,image_id,method,budget,n_turns,quality_mean,turn1_end_to_end_ttft_ms,reuse_turns_end_to_end_ttft_ms_mean,request_ttft_sum_10turn_ms,request_e2e_sum_10turn_ms,ssd_read_bytes_turn2_10,one_time_ssd_write_bytes,persist_ms_once,two_turn_ttft_hidden_ms,two_turn_ttft_worst_ms,two_turn_e2e_hidden_ms,two_turn_e2e_worst_ms,ten_turn_ttft_hidden_ms,ten_turn_ttft_worst_ms,ten_turn_e2e_hidden_ms,ten_turn_e2e_worst_ms
visdial:135653,visdial:135653,ReComp,,10,0.2,523.6677239881828,564.5669894681001,5604.770629201084,5799.667231040075,0,0,0.0,1083.3427039906383,1083.3427039906383,1122.6216990035027,1122.6216990035027,5604.770629201084,5604.770629201084,5799.667231040075,5799.667231040075
visdial:135653,visdial:135653,FullLoad,,10,0.2,524.3978499202058,682.7752845517049,6669.37541088555,6886.31580886431,11041505280,1248404312,1005.2483649924397,1192.9040329996496,2198.1523979920894,1231.8849680013955,2237.133332993835,6669.37541088555,7674.62377587799,6886.31580886431,7891.56417385675
visdial:135653,visdial:135653,Prefix25,0.25,10,0.2,526.8810649868101,274.44398276404377,2996.8769098632038,3190.7814129954204,2887778304,1248404312,1005.2483649924397,802.1786769386381,1807.4270419310778,840.7787630567327,1846.0271280491725,2996.8769098632038,4002.1252748556435,3190.7814129954204,4196.02977798786
visdial:135653,visdial:135653,Prefix45,0.45,10,0.2,523.7103699473664,435.92051309274717,4446.994987782091,4644.986807834357,5303697408,1248404312,1005.2483649924397,972.2757369745523,1977.524101966992,1011.0855120001361,2016.3338769925758,4446.994987782091,5452.243352774531,4644.986807834357,5650.235172826797
visdial:145204,visdial:145204,ReComp,,10,0.7,451.3095719739795,495.1910283287159,4908.028826932423,5099.833748070523,0,0,0.0,927.0524029852822,927.0524029852822,965.9175750566646,965.9175750566646,4908.028826932423,4908.028826932423,5099.833748070523,5099.833748070523
visdial:145204,visdial:145204,FullLoad,,10,0.7,452.0120880333707,712.1857034378788,6861.68341897428,7152.836886118166,9654239232,1091109367,833.204310038127,1106.3938590232283,1939.5981690613553,1154.245964018628,1987.450274056755,6861.68341897428,7694.887729012407,7152.836886118166,7986.041196156293
visdial:145204,visdial:145204,Prefix25,0.25,10,0.7,451.3945688959211,274.6141167719745,2922.9216198436916,3132.3781609535217,2557476864,1091109367,833.204310038127,721.6541558736935,1554.8584659118205,759.5668609719723,1592.7711710100994,2922.9216198436916,3756.1259298818186,3132.3781609535217,3965.5824709916487
visdial:145204,visdial:145204,Prefix45,0.45,10,0.7,451.62343606352806,363.2146268694972,3720.555077889003,3915.026384056546,4369416192,1091109367,833.204310038127,737.1272849850357,1570.3315950231627,776.3533970573917,1609.5577070955187,3720.555077889003,4553.75938792713,3915.026384056546,4748.230694094673
visdial:156344,visdial:156344,ReComp,,10,0.7,350.29312409460545,368.19516144330714,3664.04957708437,3929.152287193574,0,0,0.0,705.2781911334023,705.2781911334023,779.8608880257234,779.8608880257234,3664.04957708437,3664.04957708437,3929.152287193574,3929.152287193574
visdial:156344,visdial:156344,FullLoad,,10,0.7,352.29041893035173,583.1227385335499,5600.3950657323,5936.135421041399,8040480768,908646946,682.3492548428476,949.0308789536357,1631.3801337964833,1029.238046030514,1711.5873008733615,5600.3950657323,6282.744320575148,5936.135421041399,6618.484675884247
visdial:156344,visdial:156344,Prefix25,0.25,10,0.6,350.28396802954376,225.27145977235503,2377.727105980739,2760.0056449882686,2227175424,908646946,682.3492548428476,576.9862200831994,1259.335474926047,652.9058560263366,1335.2551108691841,2377.727105980739,3060.0763608235866,2760.0056449882686,3442.354899831116
visdial:156344,visdial:156344,Prefix45,0.45,10,0.7,350.643333978951,324.32449081291753,3269.563751295209,3540.6955832149833,3737124864,908646946,682.3492548428476,671.5979180298746,1353.9471728727221,747.6893669227138,1430.0386217655614,3269.563751295209,3951.9130061380565,3540.6955832149833,4223.044838057831
visdial:161902,visdial:161902,ReComp,,10,0.8,484.3313889577985,527.7186202454484,5233.798971166834,5422.653489164077,0,0,0.0,1011.591515969485,1011.591515969485,1049.529059091583,1049.529059091583,5233.798971166834,5233.798971166834,5422.653489164077,5422.653489164077
visdial:161902,visdial:161902,FullLoad,,10,0.8,484.16768200695515,619.4372689868841,6059.103102888912,6334.715800709091,10192158720,1160319009,1074.6786680538207,1091.693578986451,2166.3722470402718,1130.745854927227,2205.4245229810476,6059.103102888912,7133.781770942733,6334.715800709091,7409.394468762912
