metric,level,dialog_id,method,budget,scenario,break_even_turn,censored_at_turn_10,stays_better_through_turn_10,better_at_turn_2,two_turn_ours_ms,two_turn_recomp_ms,two_turn_delta_ms,ten_turn_ours_ms,ten_turn_recomp_ms,ten_turn_delta_ms
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:191618,Prefix45,0.45,worst,,True,,False,2340.478297090158,1181.6493279766291,1158.8289691135287,6295.068348175846,5914.683678071015,380.38467010483146
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:195881,Prefix25,0.25,hidden,2,False,True,True,807.6987920794636,1070.1556210406125,-262.45682896114886,3163.8244159985334,5513.205007999204,-2349.3805920006707
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:195881,Prefix25,0.25,worst,5,False,True,False,1739.7348509402946,1070.1556210406125,669.5792298996821,4095.8604748593643,5513.205007999204,-1417.3445331398398
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:195881,Prefix45,0.45,hidden,2,False,True,True,1005.1147668855265,1070.1556210406125,-65.04085415508598,4374.714897945523,5513.205007999204,-1138.4901100536808
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:195881,Prefix45,0.45,worst,9,False,True,False,1937.1508257463574,1070.1556210406125,866.995204705745,5306.750956806354,5513.205007999204,-206.45405119284987
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:200633,Prefix25,0.25,hidden,2,False,True,True,820.8144420059398,1050.8221089839935,-230.00766697805375,3363.2965720025823,5420.531046111137,-2057.2344741085544
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:200633,Prefix25,0.25,worst,6,False,True,False,1753.5072991158813,1050.8221089839935,702.6851901318878,4295.989429112524,5420.531046111137,-1124.5416169986129
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:200633,Prefix45,0.45,hidden,2,False,True,True,944.2067550262436,1050.8221089839935,-106.6153539577499,4319.379193009809,5420.531046111137,-1101.151853101328
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:200633,Prefix45,0.45,worst,9,False,True,False,1876.8996121361852,1050.8221089839935,826.0775031521916,5252.07205011975,5420.531046111137,-168.45899599138647
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:209351,Prefix25,0.25,hidden,2,False,True,True,875.4605271387845,1165.3555979719386,-289.895070833154,3547.973883105442,5940.742275095545,-2392.768391990103
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:209351,Prefix25,0.25,worst,5,False,True,False,1817.9172441596165,1165.3555979719386,652.561646187678,4490.430600126274,5940.742275095545,-1450.3116749692708
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:209351,Prefix45,0.45,hidden,2,False,True,True,1055.5828140350059,1165.3555979719386,-109.77278393693268,4996.389894979075,5940.742275095545,-944.3523801164702
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:209351,Prefix45,0.45,worst,10,False,True,False,1998.0395310558379,1165.3555979719386,832.6839330838993,5938.846611999907,5940.742275095545,-1.895663095638156
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:212772,Prefix25,0.25,hidden,2,False,True,True,817.2741029411554,1120.6728860270232,-303.39878308586776,3147.938860929571,5843.110680929385,-2695.171819999814
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:212772,Prefix25,0.25,worst,4,False,True,False,1685.8067710418254,1120.6728860270232,565.1338850148022,4016.471529030241,5843.110680929385,-1826.639151899144
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:212772,Prefix45,0.45,hidden,2,False,True,True,1008.1509730080143,1120.6728860270232,-112.52191301900893,4364.112901967019,5843.110680929385,-1478.9977789623663
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:212772,Prefix45,0.45,worst,7,False,True,False,1876.6836411086842,1120.6728860270232,756.010755081661,5232.645570067689,5843.110680929385,-610.4651108616963
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:223323,Prefix25,0.25,hidden,2,False,True,True,890.3186989482492,1162.2233469970524,-271.9046480488032,3388.419017777778,5896.335557103157,-2507.916539325379
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:223323,Prefix25,0.25,worst,5,False,True,False,1997.3709578625858,1162.2233469970524,835.1476108655334,4495.471276692115,5896.335557103157,-1400.8642804110423
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:223323,Prefix45,0.45,hidden,2,False,True,True,1037.27098996751,1162.2233469970524,-124.95235702954233,4789.105486939661,5896.335557103157,-1107.2300701634958
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:223323,Prefix45,0.45,worst,10,False,True,False,2144.3232488818467,1162.2233469970524,982.0999018847942,5896.157745853998,5896.335557103157,-0.17781124915927649
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:226673,Prefix25,0.25,hidden,2,False,True,True,854.7147799981758,1143.7326481100172,-289.0178681118414,3127.662113052793,5799.785163020715,-2672.1230499679223
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:226673,Prefix25,0.25,worst,5,False,True,False,1840.0846909498796,1143.7326481100172,696.3520428398624,4113.032024004497,5799.785163020715,-1686.7531390162185
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:226673,Prefix45,0.45,hidden,2,False,True,True,1044.3983140867203,1143.7326481100172,-99.33433402329683,4695.498715154827,5799.785163020715,-1104.2864478658885
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:226673,Prefix45,0.45,worst,10,False,True,False,2029.7682250384241,1143.7326481100172,886.035576928407,5680.86862610653,5799.785163020715,-118.91653691418469
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:230818,Prefix25,0.25,hidden,2,False,True,True,717.0021060155705,767.5583880627528,-50.55628204718232,3295.086238300428,3522.45219622273,-227.3659579223022
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:230818,Prefix25,0.25,worst,,True,,False,1420.4268760513514,767.5583880627528,652.8684879885986,3998.5110083362088,3522.45219622273,476.0588121134788
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:230818,Prefix45,0.45,hidden,2,False,False,True,767.2674470813945,767.5583880627528,-0.2909409813582897,3419.095627963543,3522.45219622273,-103.35656825918704
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:230818,Prefix45,0.45,worst,,True,,False,1470.6922171171755,767.5583880627528,703.1338290544227,4122.520397999324,3522.45219622273,600.0682017765939
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:237283,Prefix25,0.25,hidden,2,False,True,True,726.3196809217334,888.5085539659485,-162.18887304421514,3561.939499108121,4907.006397028454,-1345.0668979203328
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:237283,Prefix25,0.25,worst,8,False,True,False,1471.009825821966,888.5085539659485,582.5012718560174,4306.629644008353,4907.006397028454,-600.3767530201003
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:237283,Prefix45,0.45,hidden,2,False,False,True,810.8709340449423,888.5085539659485,-77.63761992100626,4440.353283891454,4907.006397028454,-466.6531131369993
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:237283,Prefix45,0.45,worst,,True,,False,1555.5610789451748,888.5085539659485,667.0525249792263,5185.043428791687,4907.006397028454,278.03703176323324
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:239217,Prefix25,0.25,hidden,2,False,True,True,813.1304258713499,1115.610612090677,-302.48018621932715,3472.936047008261,5822.298762854189,-2349.3627158459276
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:239217,Prefix25,0.25,worst,5,False,True,False,1753.3785859122872,1115.610612090677,637.7679738216102,4413.184207049198,5822.298762854189,-1409.1145558049902
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:239217,Prefix45,0.45,hidden,2,False,True,True,919.9453808832914,1115.610612090677,-195.66523120738566,4525.55273193866,5822.298762854189,-1296.7460309155285
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:239217,Prefix45,0.45,worst,8,False,True,False,1860.1935409242287,1115.610612090677,744.5829288335517,5465.8008919795975,5822.298762854189,-356.4978708745912
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:247001,Prefix25,0.25,hidden,2,False,True,True,892.3043869435787,1188.9542930293828,-296.6499060858041,3596.4072829810902,5851.14055511076,-2254.73327212967
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:247001,Prefix25,0.25,worst,5,False,True,False,1859.4067739322782,1188.9542930293828,670.4524809028953,4563.50966996979,5851.14055511076,-1287.6308851409703
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:247001,Prefix45,0.45,hidden,2,False,True,True,1017.4996940186247,1188.9542930293828,-171.4545990107581,4978.2088961219415,5851.14055511076,-872.9316589888185
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:247001,Prefix45,0.45,worst,,True,,False,1984.6020810073242,1188.9542930293828,795.6477879779413,5945.311283110641,5851.14055511076,94.17072799988091
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:255378,Prefix25,0.25,hidden,2,False,True,True,880.5814849911258,1156.5116490237415,-275.9301640326157,3330.741849145852,5809.389224858023,-2478.647375712171
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:255378,Prefix25,0.25,worst,5,False,True,False,1870.8873458672315,1156.5116490237415,714.37569684349,4321.047710021958,5809.389224858023,-1488.3415148360655
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:255378,Prefix45,0.45,hidden,2,False,True,True,1002.9734130948782,1156.5116490237415,-153.5382359288633,4673.088514013216,5809.389224858023,-1136.3007108448073
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:255378,Prefix45,0.45,worst,9,False,True,False,1993.279273970984,1156.5116490237415,836.7676249472424,5663.394374889322,5809.389224858023,-145.9948499687016
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:258333,Prefix25,0.25,hidden,2,False,True,True,821.802300051786,1150.0308850081638,-328.22858495637774,3428.570834104903,5941.414185799658,-2512.8433516947553
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:258333,Prefix25,0.25,worst,5,False,True,False,1736.7799079511315,1150.0308850081638,586.7490229429677,4343.5484420042485,5941.414185799658,-1597.8657437954098
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:258333,Prefix45,0.45,hidden,2,False,True,True,1049.9888319754973,1150.0308850081638,-100.04205303266644,5042.01854323037,5941.414185799658,-899.3956425692886
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:258333,Prefix45,0.45,worst,,True,,False,1964.9664398748428,1150.0308850081638,814.935554866679,5956.996151129715,5941.414185799658,15.581965330056846
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:261686,Prefix25,0.25,hidden,2,False,True,True,1477.9946630587801,1882.8223160235211,-404.827652964741,4763.839164283127,8636.417269939557,-3872.57810565643
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:261686,Prefix25,0.25,worst,4,False,True,False,2623.540438944474,1882.8223160235211,740.7181229209527,5909.38494016882,8636.417269939557,-2727.0323297707364
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:261686,Prefix45,0.45,hidden,2,False,True,True,1731.9219671189785,1882.8223160235211,-150.90034890454262,6561.244652140886,8636.417269939557,-2075.172617798671
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:261686,Prefix45,0.45,worst,7,False,True,False,2877.4677430046722,1882.8223160235211,994.6454269811511,7706.790428026579,8636.417269939557,-929.6268419129774
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:263372,Prefix25,0.25,hidden,2,False,True,True,791.1439370363951,1011.8689240189269,-220.72498698253185,3240.397551096976,5157.782773952931,-1917.3852228559554
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:263372,Prefix25,0.25,worst,5,False,True,False,1614.1057470813394,1011.8689240189269,602.2368230624124,4063.35936114192,5157.782773952931,-1094.423412811011
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:263372,Prefix45,0.45,hidden,2,False,True,True,850.3278080606833,1011.8689240189269,-161.5411159582436,4067.9585109464824,5157.782773952931,-1089.8242630064487
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:263372,Prefix45,0.45,worst,8,False,True,False,1673.2896181056276,1011.8689240189269,661.4206940867007,4890.920320991427,5157.782773952931,-266.86245296150446
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:27086,Prefix25,0.25,hidden,2,False,True,True,793.908033054322,1046.361999004148,-252.45396594982594,3408.075638115406,5333.485387032852,-1925.4097489174455
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:27086,Prefix25,0.25,worst,6,False,True,False,1605.6959590641782,1046.361999004148,559.3339600600302,4219.863564125262,5333.485387032852,-1113.6218229075894
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:27086,Prefix45,0.45,hidden,2,False,False,True,945.7054819213226,1046.361999004148,-100.6565170828253,4644.061098922975,5333.485387032852,-689.4242881098762
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:27086,Prefix45,0.45,worst,,True,,False,1757.4934079311788,1046.361999004148,711.1314089270309,5455.8490249328315,5333.485387032852,122.36363789997995
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:292163,Prefix25,0.25,hidden,2,False,True,True,898.9529149839655,1164.1009600134566,-265.1480450294912,3575.3546048654243,5982.232577167451,-2406.877972302027
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:292163,Prefix25,0.25,worst,7,False,True,False,2286.7252129362896,1164.1009600134566,1122.624252922833,4963.1269028177485,5982.232577167451,-1019.1056743497029
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:292163,Prefix45,0.45,hidden,2,False,True,True,1057.3514690622687,1164.1009600134566,-106.74949095118791,5022.414177074097,5982.232577167451,-959.8184000933543
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:292163,Prefix45,0.45,worst,,True,,False,2445.123767014593,1164.1009600134566,1281.0228070011362,6410.186475026421,5982.232577167451,427.95389785896987
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:294553,Prefix25,0.25,hidden,2,False,True,True,811.6620581131428,1066.7997769778594,-255.1377188647166,3480.7541698683053,5436.119176913053,-1955.3650070447475
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:294553,Prefix25,0.25,worst,5,False,True,False,1703.6800181958824,1066.7997769778594,636.880241218023,4372.772129951045,5436.119176913053,-1063.3470469620079
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:294553,Prefix45,0.45,hidden,2,False,True,True,959.2012759530917,1066.7997769778594,-107.59850102476776,4684.794347151183,5436.119176913053,-751.3248297618702
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:294553,Prefix45,0.45,worst,,True,,False,1851.2192360358313,1066.7997769778594,784.4194590579718,5576.812307233922,5436.119176913053,140.6931303208694
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:297127,Prefix25,0.25,hidden,2,False,True,True,1091.9163470389321,1490.0409799301997,-398.12463289126754,4228.382391040213,7682.789916871116,-3454.407525830902
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:297127,Prefix25,0.25,worst,5,False,True,False,2481.5155820688233,1490.0409799301997,991.4746021386236,5617.9816260701045,7682.789916871116,-2064.808290801011
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:297127,Prefix45,0.45,hidden,2,False,True,True,1275.579864042811,1490.0409799301997,-214.4611158873886,6029.295957065187,7682.789916871116,-1653.4939598059282
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:297127,Prefix45,0.45,worst,9,False,True,False,2665.1790990727022,1490.0409799301997,1175.1381191425025,7418.8951920950785,7682.789916871116,-263.89472477603704
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:302759,Prefix25,0.25,hidden,2,False,True,True,868.0939631303772,1147.9286480462179,-279.8346849158406,3431.6426581935957,6036.246528965421,-2604.6038707718253
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:302759,Prefix25,0.25,worst,5,False,True,False,1770.5535190179944,1147.9286480462179,622.6248709717765,4334.102214081213,6036.246528965421,-1702.1443148842081
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:302759,Prefix45,0.45,hidden,2,False,True,True,1015.8895780332386,1147.9286480462179,-132.0390700129792,5023.030832177028,6036.246528965421,-1013.215696788393
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:302759,Prefix45,0.45,worst,8,False,False,False,1918.3491339208558,1147.9286480462179,770.420485874638,5925.490388064645,6036.246528965421,-110.75614090077579
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:307728,Prefix25,0.25,hidden,2,False,True,True,811.0753529472277,1118.2613000273705,-307.1859470801428,3198.1254229322076,5937.818677048199,-2739.6932541159913
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:307728,Prefix25,0.25,worst,4,False,True,False,1710.621002013795,1118.2613000273705,592.3597019864246,4097.671071998775,5937.818677048199,-1840.1476050494239
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:307728,Prefix45,0.45,hidden,2,False,True,True,990.0200489209965,1118.2613000273705,-128.24125110637397,4641.36598771438,5937.818677048199,-1296.4526893338189
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:307728,Prefix45,0.45,worst,8,False,True,False,1889.565697987564,1118.2613000273705,771.3043979601935,5540.911636780947,5937.818677048199,-396.90704026725143
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:310424,Prefix25,0.25,hidden,2,False,True,True,828.3428450813517,1092.3440080368891,-264.00116295553744,3844.061935436912,5713.552339817397,-1869.4904043804854
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:310424,Prefix25,0.25,worst,5,False,True,False,1661.082564969547,1092.3440080368891,568.738556932658,4676.801655325107,5713.552339817397,-1036.75068449229
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:310424,Prefix45,0.45,hidden,2,False,True,True,963.6153080500662,1092.3440080368891,-128.7286999868229,4683.1324162194505,5713.552339817397,-1030.4199235979468
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:310424,Prefix45,0.45,worst,9,False,True,False,1796.3550279382616,1092.3440080368891,704.0110199013725,5515.872136107646,5713.552339817397,-197.68020370975137
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:311202,Prefix25,0.25,hidden,2,False,True,True,801.2634548358619,1050.0448890961707,-248.78143426030874,3895.0147009454668,6254.6027429634705,-2359.5880420180038
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:311202,Prefix25,0.25,worst,5,False,True,False,1722.4260738585144,1050.0448890961707,672.3811847623438,4816.177319968119,6254.6027429634705,-1438.4254229953513
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:311202,Prefix45,0.45,hidden,2,False,True,True,936.4502810640261,1050.0448890961707,-113.5946080321446,5106.734053231776,6254.6027429634705,-1147.8686897316948
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:311202,Prefix45,0.45,worst,9,False,True,False,1857.6129000866786,1050.0448890961707,807.5680109905079,6027.896672254428,6254.6027429634705,-226.70607070904225
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:312659,Prefix25,0.25,hidden,2,False,True,True,930.2156280027702,1118.3623999822885,-188.14677197951823,3547.7394938934594,5815.940729924478,-2268.201236031018
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:312659,Prefix25,0.25,worst,6,False,True,False,2003.3022430725396,1118.3623999822885,884.9398430902511,4620.826108963229,5815.940729924478,-1195.1146209612489
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:312659,Prefix45,0.45,hidden,2,False,True,True,1038.091192021966,1118.3623999822885,-80.2712079603225,4820.533828926273,5815.940729924478,-995.406900998205
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:312659,Prefix45,0.45,worst,,True,,False,2111.1778070917353,1118.3623999822885,992.8154071094468,5893.620443996042,5815.940729924478,77.67971407156438
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:313049,Prefix25,0.25,hidden,2,False,True,True,808.3712130319327,1034.4083820236847,-226.03716899175197,3532.7670319238678,5401.814796146937,-1869.047764223069
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:313049,Prefix25,0.25,worst,6,False,True,False,1699.5517179602757,1034.4083820236847,665.143335936591,4423.947536852211,5401.814796146937,-977.867259294726
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:313049,Prefix45,0.45,hidden,2,False,True,True,934.8878200398758,1034.4083820236847,-99.52056198380888,4212.0640110224485,5401.814796146937,-1189.7507851244882
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:313049,Prefix45,0.45,worst,8,False,True,False,1826.0683249682188,1034.4083820236847,791.6599429445341,5103.2445159507915,5401.814796146937,-298.5702801961452
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:321934,Prefix25,0.25,hidden,2,False,True,True,831.9690029602498,1095.130573026836,-263.16157006658614,3196.869114995934,5772.384592215531,-2575.5154772195965
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:321934,Prefix25,0.25,worst,5,False,True,False,1820.593564887531,1095.130573026836,725.4629918606952,4185.493676923215,5772.384592215531,-1586.8909152923152
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:321934,Prefix45,0.45,hidden,2,False,True,True,978.9139709901065,1095.130573026836,-116.21660203672945,4514.4671611487865,5772.384592215531,-1257.917431066744
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:321934,Prefix45,0.45,worst,8,False,True,False,1967.5385329173878,1095.130573026836,872.4079598905519,5503.091723076068,5772.384592215531,-269.2928691394627
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:325335,Prefix25,0.25,hidden,2,False,True,True,715.3882259735838,894.7608820162714,-179.3726560426876,3230.3074658848345,4980.523379985243,-1750.2159141004086
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:325335,Prefix25,0.25,worst,7,False,True,False,1641.404062975198,894.7608820162714,746.6431809589267,4156.323302886449,4980.523379985243,-824.2000770987943
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:325335,Prefix45,0.45,hidden,2,False,True,True,813.4441780857742,894.7608820162714,-81.31670393049717,4088.785871048458,4980.523379985243,-891.7375089367852
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:325335,Prefix45,0.45,worst,,True,,False,1739.4600150873885,894.7608820162714,844.6991330711171,5014.801708050072,4980.523379985243,34.27832806482911
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:341253,Prefix25,0.25,hidden,2,False,True,True,890.8667999785393,1203.3673379337415,-312.50053795520216,3500.9398580295965,6311.186187085696,-2810.246329056099
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:341253,Prefix25,0.25,worst,5,False,True,False,2020.0193769996986,1203.3673379337415,816.6520390659571,4630.092435050756,6311.186187085696,-1681.0937520349398
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:341253,Prefix45,0.45,hidden,2,False,True,True,1044.9462939286605,1203.3673379337415,-158.42104400508106,4975.693010026589,6311.186187085696,-1335.4931770591065
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:341253,Prefix45,0.45,worst,9,False,True,False,2174.0988709498197,1203.3673379337415,970.7315330160782,6104.845587047748,6311.186187085696,-206.3406000379473
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:348840,Prefix25,0.25,hidden,2,False,True,True,808.9177869260311,1059.693970135413,-250.776183209382,3800.250933971256,5488.949672318995,-1688.698738347739
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:348840,Prefix25,0.25,worst,6,False,True,False,1794.5609029848129,1059.693970135413,734.8669328493997,4785.894050030038,5488.949672318995,-703.0556222889572
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:348840,Prefix45,0.45,hidden,2,False,True,True,924.7537649935111,1059.693970135413,-134.94020514190197,4272.218480007723,5488.949672318995,-1216.731192311272
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:348840,Prefix45,0.45,worst,9,False,True,False,1910.3968810522929,1059.693970135413,850.7029109168798,5257.861596066505,5488.949672318995,-231.08807625249028
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:351635,Prefix25,0.25,hidden,2,False,True,True,841.0048598889261,1060.7935060979798,-219.7886462090537,3184.0013987384737,5440.134575939737,-2256.1331772012636
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:351635,Prefix25,0.25,worst,6,False,True,False,1830.3755427477881,1060.7935060979798,769.5820366498083,4173.372081597336,5440.134575939737,-1266.7624943424016
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:351635,Prefix45,0.45,hidden,2,False,True,True,972.4791229236871,1060.7935060979798,-88.31438317429274,4384.485117974691,5440.134575939737,-1055.6494579650462
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:351635,Prefix45,0.45,worst,10,False,True,False,1961.849805782549,1060.7935060979798,901.0562996845692,5373.855800833553,5440.134575939737,-66.27877510618418
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:35806,Prefix25,0.25,hidden,2,False,True,True,862.5231799669564,1156.7518169758841,-294.22863700892776,3604.0449179708958,5950.934689142741,-2346.8897711718455
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:35806,Prefix25,0.25,worst,5,False,True,False,1814.2045499989763,1156.7518169758841,657.4527330230922,4555.726288002916,5950.934689142741,-1395.2084011398256
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:35806,Prefix45,0.45,hidden,2,False,True,True,1052.1049650851637,1156.7518169758841,-104.64685189072043,5009.3057542108,5950.934689142741,-941.6289349319413
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:35806,Prefix45,0.45,worst,,True,,False,2003.7863351171836,1156.7518169758841,847.0345181412995,5960.98712424282,5950.934689142741,10.052435100078583
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:369440,Prefix25,0.25,hidden,2,False,True,True,916.1670089233667,1160.014727152884,-243.84771822951734,3881.137918913737,6131.0505863511935,-2249.9126674374565
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:369440,Prefix25,0.25,worst,6,False,True,False,2010.7629320118576,1160.014727152884,850.7482048589736,4975.733842002228,6131.0505863511935,-1155.3167443489656
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:369440,Prefix45,0.45,hidden,2,False,True,True,1069.408138981089,1160.014727152884,-90.60658817179501,5210.309477057308,6131.0505863511935,-920.7411092938855
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:369440,Prefix45,0.45,worst,,True,,False,2164.00406206958,1160.014727152884,1003.989334916696,6304.905400145799,6131.0505863511935,173.85481379460543
sum_of_per_request_e2e_ms_with_persistence_scenario,dialog,visdial:376140,Prefix25,0.25,hidden,2,False,True,True,843.685743981041,1128.463221830316,-284.7774778492749,3622.5655638845637,5868.7100717797875,-2246.144507895224
