schema_version,dataset,dialog_id,image_id,persist_id,source_turn_id,source_method,source_method_key,source_execution_id,capture_from_turn1,capture_from_same_answer1_forward,vision_forward_count,separate_vision_forward_count,separate_prefix_forward_count,saliency_capture_mode,saliency_extra_ms,saliency_postprocess_ms,saliency_d2h_ms,token_mapping_ms,permutation_ms,kv_materialize_ms,kv_repack_ms,repack_ms,buffered_write_ms,ssd_write_ms,layout_write_ms,fsync_ms,atomic_rename_ms,context_open_ms,helper_persist_ms,persist_unattributed_ms,persist_ms,visual_kv_bytes,separator_sidecar_bytes,probe_sidecar_bytes,sys_kv_bytes,layout_metadata_bytes,meta_bytes,total_ssd_write_bytes,permutation_sha256,prefix_kv_sample_sha256,meta_sha256,layout_sha256,persist_started_at_s,helper_started_at_s,write_finished_at_s,fsync_finished_at_s,store_ready_at_s,actual_context_ready_at_s,durable_fsync_completed,atomic_no_clobber,full_integrity_hash_enabled,integrity_hash_ms_excluded_from_persist,layout_uses_dataset_question,future_turns_used_for_layout,calibration_questions,persistence_started_immediately_after_source_response,source_gpu_cache_released_before_next_arm
visdial-turn1-piggyback-e2e-ttft-v1,visdial_v1.0_val,visdial:511888,visdial:511888,c647c301-4ef2-4430-87a2-cb5816a460df,1,ImageOnly-Repack Prefix25,prefix25,709e6ceb-7de5-4307-a6b9-d1ba13c22fd4,True,True,1,0,0,penultimate_cls_to_patch_attention_same_vision_forward,0.0071680000983178616,0.07920898497104645,0.010240008123219013,0.06896897684782743,0.6322660483419895,193.72014014516026,46.04194208513945,239.7620822302997,425.1378806075081,425.1378806075081,0.30625006183981895,256.04608200956136,0.0840300926938653,6.356763071380556,995.2712790109217,73.53996904566884,1001.6382820904255,1226833920,18874368,0,2622802,30744,42486,1248404320,5579dcaa34cffd1ea6f6cdc049e0d6bc1601c94da73fde0a22018662cbd11aa0,d9df28a54056b58fb87916853ea300e00613ba1085b990a8e034a08e7f7f1485,be6575051e819b7470862995d71df1e76089787563b79331c4bf72f1065f25fe,6d79a4f373008abb9baeb12115b192018429f4e4cbe5ac662761e3e942bac7c9,901573.808083872,901573.808094112,901574.4736953098,901574.803365391,901574.809722154,901574.813873706,True,True,False,0.9970229584723711,False,0,0,True,True
visdial-turn1-piggyback-e2e-ttft-v1,visdial_v1.0_val,visdial:96511,visdial:96511,4e3fec12-40f5-4064-bc88-d07c4d7fa07f,1,ImageOnly-Repack Prefix45,prefix45,6794895c-5743-423e-82ec-5a564693e8f8,True,True,1,0,0,penultimate_cls_to_patch_attention_same_vision_forward,0.0071680000983178616,0.07375399582087994,0.009556999430060387,0.06419699639081955,0.5808640271425247,88.02857727278024,25.967216584831476,113.99579385761172,383.64531518891454,383.64531518891454,0.2950930502265692,248.3014410827309,0.0834600068628788,5.682672024704516,816.286836983636,69.61576582398266,821.9790660077706,1124073472,16777216,0,2622802,28440,39089,1143541019,9ff40780f014977f370d06aff8efea5b65e5f27341fdc05e515da09fd5599f46,e4d312fb17239fef7b4d241ebe61aa9c4e75812fb534091ebddc157fc0420790,bb04e7edca8178a5d10c354ff974728e8b07deb5ccaa405a889af5a8fada730a,d19dbae5b536c9f9e2c1f61118a341bb4a823fb1d5943c9969b2b12947dd4d6f,901597.540657415,901597.540666972,901598.0389531421,901598.356953809,901598.3626364811,901598.36685401,True,True,False,1.0618510423228145,False,0,0,True,True
