method_key,method,retention,retention_kind,n_requests,n_images,accuracy,ttft_mean_ms,ttft_p50_ms,ttft_p95_ms,ttft_std_ms,decode_mean_ms,decode_p50_ms,decode_p95_ms,e2e_latency_mean_ms,e2e_latency_p50_ms,e2e_latency_p95_ms,generated_tokens_mean,ssd_read_bytes_mean,ssd_read_bytes_total,ssd_read_mb_mean,ssd_read_chunks_mean,prepare_mean_ms,selector_mean_ms,ssd_read_mean_ms,scatter_mean_ms,prefill_mean_ms,ttft_reduction_vs_fullload_pct,ttft_reduction_vs_recompute_pct
recompute,ReComp,,none,6,1,0.3333333333333333,537.7787068525018,494.8243430117145,731.5187317726668,122.71536393114968,28.358194656902924,19.71370799583383,50.79801575629972,566.1369015094048,513.900943507906,760.3161545121111,2.5,0.0,0,0.0,0.0,,,0.0,,537.7467295135526,32.14591720244952,0.0
fullload,FullLoad,1.0,full,6,1,0.3333333333333333,792.5517296534963,778.6821184854489,855.987860210007,44.27122745380316,34.22510233940557,30.647860490716994,55.182001990033314,826.7768319929019,821.8059444916435,876.7750117403921,2.5,1124073472.0,6744440832,1124.073472,2176.0,,,486.27807054435834,,785.5416719879335,0.0,-47.37506702192131
sparsevlm,SparseVLM,0.25,token,6,1,0.3333333333333333,784.2199046669217,790.5488979886286,832.7775512589142,39.332620827951565,44.26321066178692,47.29312349809334,61.678935220697895,828.4831153287087,833.0993729759939,877.0226965134498,2.5,895571285.3333334,5373427712,895.5712853333334,2701.3333333333335,,,434.79467821695533,,777.7250995083401,1.0512657628313122,-45.825763399370146
static_diverse_chunk@25,Static+Diverse,0.25,chunk,6,1,0.3333333333333333,378.32954684078385,378.86584652005695,410.9672087652143,22.56214228432707,29.30579050250041,20.0112710299436,53.05208974459674,407.6353373432842,402.95704748132266,461.926069270703,2.5,281018368.0,1686110208,281.018368,512.0,334.6440725047917,13.54525814531371,239.67580340104178,47.277695285932474,43.62862534859838,52.264371815049905,29.649585969094645
static_diverse_chunk@50,Static+Diverse,0.5,chunk,6,1,0.3333333333333333,635.4373436576376,645.8481119771022,660.2177792374277,27.523665168947677,28.92634051386267,19.737046502996236,52.30381501314696,664.3636841715003,667.8828669828363,708.8732455158606,2.5,578289664.0,3469737984,578.289664,1088.0,585.5207038306011,22.337403420048457,399.44017614470795,88.21631217142567,49.848948168801144,19.82386513301146,-18.159632495810378
